File type;Contracts
Charset;ISO-8859-1
Decimal separator;Comma
Boolean format;Yes;No
Day pattern;dd/MM/yyyy
Timestamp pattern;dd/MM/yyyy HH:mm
Additional contract info;Not included
Contract type;Variable linear
Reference day;30/11/2024
Identifier;Description;Interest anchor date;Interest payment period;Principal anchor date;Principal payment period;Principal payment amount;Residual principal;Principal grace period end date;Maturity date;Prepayment allowed;Position;Initial principal;Outstanding principal;Start date;Day count convention;Accrued interest;Purchase date;Purchase relative price;Purchase relative price type;Business day convention;Discount curve;Credit spread curve;Group identifier;Planned position;Planned date;Currency;Book value definition;Custom amortized cost;Fair value accounting;Market value;Market value type;Excess operational deposits;Haircut;Retained;Minimum encumbrance;Counterparty;Counterparty LEI;Counterparty national code;Counterparty residence;Client start date;Discarded;Discarding cause;Last adjusted rate;Teaser spread;Teaser period end;Indexed curve;Indexed term;Interest rate floor;Interest rate cap;Reset anchor date;Reset period;Indexed rate scaling;Reset lag;Interest spread;Fuente de datos;Producto;Segmento negocio;Tipo tasa;Moneda original;C�digo de producto;C�digo de sub-producto;Producto comercial;Apartado;Epigrafe M1;Cuenta contable;C�digo DRC;Clave ISIN cobertura;C�digo clasificaci�n activo;Descripci�n tama�o empresa;Consolidado reservado;Consolidado p�blico;F8 Primario;F8 Secundario;F18 Primario;F18 Secundario 1;F18 Secundario 2;Persona f�sica/jur�dica;Segmento negocio cartera;Marca transaccional;Marca empleado;Epigrafe RI2;Transferencia cuentas vista;Moneda de tratamiento;Categoria RI3;Mes de reprecio;Sensible;C�digo DRC contable;C�digo tama�o empresa;C�d. segmento estrat�gico;Des. segmento estrat�gico;Edad;Segmento estrat�gico;Coste amort./Valor razon.;Cod. ranking insolvencia;Des. ranking insolvencia;Clasificacion F V_J;Opcion Comprada;Opcion Vendida;Operacional;FINREP;Macrosegmento;Des. macrosegmento
1255669_210300035802037109600020220626;;10/01/2025;6M;10/01/2025;6M;;;10/07/2024;10/07/2030;Yes;Short;60000;60000;30/06/2022;30E/360;;;;;No Adjustment;EURIBOR_SWAP;;;No;;EUR;Amortized cost;60000;;;;;;;;;;;;;No;;3,8130000000000006;;;EURIBOR_SWAP;6M;;;10/07/2030;6M;;;0,13;UG;CUENTAS A PLAZO PASIVO ENTIDADES DE CREDITO;Servicios Centrales;VAR;EUR;052;999;;P;02.02.00.00.00 Cuentas a plazo;54693111004;;;;;;;160;180;;;;;;N;;P.1;Original;EUR;;;Sensible;;;;;;DESCONOCIDO;AMORTIZED_COST;;;VARIABLE;NO;NO;;2.4.1.3.2.2 Variable;;
1255810_210322030510101150;;31/01/2025;6M;31/01/2025;6M;;;31/07/2024;31/01/2029;Yes;Long;54000;54000;31/01/2024;Actual/Actual ISDA;;;;;No Adjustment;EURIBOR_SWAP;;;No;;EUR;Amortized cost;54000;;;;;;;;;;;;;No;;4,053;0,5;01/02/2025;EURIBOR_SWAP;12M;0;;01/02/2025;12M;;;0,5;UG;PERSONALES AGRICOLAS;Banca Comercial;VAR;EUR;051;363;114145;A;04.02.05.04.00 Prestamos personales;33552000009;01030202;;02;;;;;;170;;;F;;N;N;A.2.1.3;Original;EUR;Activo general;2025-02;Sensible;01030202;;F03;Adultos 1A;43;ADULTOS_A;AMORTIZED_COST;;;VARIABLE;FLOOR;NO;;;;
1257751_210300035803132106000020240303;;10/03/2025;6M;10/03/2025;6M;;;10/09/2024;10/03/2029;Yes;Short;175995;175995;07/03/2024;30E/360;;;;;No Adjustment;EURIBOR_SWAP;;;No;;EUR;Amortized cost;175995;;;;;;;;;;;;;No;;3,5130000000000003;;;EURIBOR_SWAP;6M;;;10/03/2029;6M;;;0,22;UG;CUENTAS A PLAZO PASIVO ENTIDADES DE CREDITO;Servicios Centrales;VAR;EUR;052;999;;P;02.02.00.00.00 Cuentas a plazo;54693111004;;;;;;;160;180;;;;;;N;;P.1;Original;EUR;;;Sensible;;;;;;DESCONOCIDO;AMORTIZED_COST;;;VARIABLE;NO;NO;;2.4.1.3.2.2 Variable;;
1260269_210322650516033010;;15/03/2025;6M;15/03/2025;6M;;;15/09/2024;15/09/2035;Yes;Long;37565,98;37565,98;15/09/2010;Actual/Actual ISDA;;;;;No Adjustment;EURIBOR_SWAP;;;No;;EUR;Amortized cost;37565,98;;;;;;;;;;;;;No;;4,859999999999999;1,25;16/03/2025;EURIBOR_SWAP;12M;0;;16/03/2025;6M;;;1,25;UG;HIPOTECARIOS COMPRADOR DIRECTO;Banca Comercial;VAR;EUR;051;542;112040;A;04.02.02.01.00 Con garantia hipotecaria;33152000003;02010300;;04;;;;;;160;160;;F;;N;N;A.2.1.3;Original;EUR;Activo general;2025-03;Sensible;02010100;;F07;Adultos 3;44;ADULTOS_A;AMORTIZED_COST;;;VARIABLE;FLOOR;NO;;;;
1260300_210303370500026682;;12/12/2024;6M;12/06/2025;12M;;;12/06/2024;12/06/2030;Yes;Long;19370,02;19370,02;12/06/2015;Actual/360;;;;;No Adjustment;EURIBOR_SWAP;;;No;;EUR;Amortized cost;19370,02;;;;;;;;;;;;;No;;6,1530000000000005;2,45;13/06/2025;EURIBOR_SWAP;12M;0;;13/06/2025;12M;;2M;2,45;UG;HIPOTECARIOS AGRICOLAS;Banca Comercial;VAR;EUR;050;264;114200;A;04.02.02.01.00 Con garantia hipotecaria;33152000003;01030202;;02;;;;;;160;160;;F;;N;N;A.2.1.3;Original;EUR;Activo general;2025-06;Sensible;01030201;;F05;Adultos 2A;44;ADULTOS_A;AMORTIZED_COST;;;VARIABLE;FLOOR;NO;;;;
126299_210306180510003580;;13/12/2024;1M;13/12/2024;12M;;;13/12/2023;13/12/2031;Yes;Long;118400;118400;13/12/2021;Actual/Actual ISDA;;;;;No Adjustment;EURIBOR_SWAP;;;No;;EUR;Amortized cost;118400;;;;;;;;;;;;;No;;5,91;1,7500000000000002;14/12/2024;EURIBOR_SWAP;12M;0;;14/12/2024;12M;;2M;1,7500000000000002;UG;PERSONALES AGRICOLAS;Banca Privada;VAR;EUR;051;305;114118;A;04.02.05.04.00 Prestamos personales;33652000005;01030202;;02;;;;;;170;;;F;;N;N;A.2.1.3;Original;EUR;Activo general;2024-12;Sensible;01030202;;F04;Adultos 1B;51;ADULTOS_B;AMORTIZED_COST;;;VARIABLE;FLOOR;NO;;;;
1265101_210302260500023929;;27/02/2025;3M;27/02/2025;12M;;;27/02/2024;27/02/2028;Yes;Long;92000;92000;27/02/2018;Actual/Actual ISDA;;;;;No Adjustment;EURIBOR_SWAP;;;No;;EUR;Amortized cost;92000;;;;;;;;;;;;;No;;5,029;1,35;28/02/2025;EURIBOR_SWAP;12M;0;;28/02/2025;12M;;2M;1,35;UG;HIPOTECARIOS AGRICOLAS;Banca Comercial;VAR;EUR;050;264;114200;A;04.02.02.01.00 Con garantia hipotecaria;33152000003;01030202;;02;;;;;;160;160;;F;;N;N;A.2.1.3;Original;EUR;Activo general;2025-02;Sensible;01030201;;F06;Adultos 2B;49;ADULTOS_B;AMORTIZED_COST;;;VARIABLE;FLOOR;NO;;;;
1266807_210322140510009882;;15/01/2025;6M;15/07/2025;12M;;;15/07/2024;15/07/2032;Yes;Long;141600;141600;15/07/2022;Actual/Actual ISDA;;;;;No Adjustment;EURIBOR_SWAP;;;No;;EUR;Amortized cost;141600;;;;;;;;;;;;;No;;5,680000000000001;2;16/07/2025;EURIBOR_SWAP;12M;0;;16/07/2025;12M;;2M;2;UG;PERSONALES AGRICOLAS;Banca Comercial;VAR;EUR;051;567;114124;A;04.02.05.04.00 Prestamos personales;33652000005;01030202;;02;;;;;;170;;;F;;N;N;A.2.1.3;Original;EUR;Activo general;2025-07;Sensible;01030202;;F04;Adultos 1B;58;ADULTOS_B;AMORTIZED_COST;;;VARIABLE;FLOOR;NO;;;;
1268275_210343630513015110;;02/04/2025;6M;02/04/2025;6M;;;02/10/2024;02/10/2032;Yes;Long;30962,96;30962,96;02/10/2007;30E/360;;;;;No Adjustment;EURIBOR_SWAP;;;No;;EUR;Amortized cost;30962,96;;;;;;;;;;;;;No;;4,21;0;03/04/2025;EURIBOR_SWAP;12M;0;12,5;03/04/2025;12M;;;0;UG;PERSONALES GTIA HIP COMPRADOR DIRECTO;Banca Comercial;VAR;EUR;051;542;112040;A;04.02.05.04.00 Prestamos personales;33552000009;02010300;;04;;;;;;160;160;;F;;N;N;A.2.1.3;Original;EUR;Activo general;2025-04;Sensible;02030000;;F07;Adultos 3;47;ADULTOS_B;AMORTIZED_COST;;;VARIABLE;FLOOR;CAP;;;;
1268530_210300035803053104800020230319;;10/04/2025;6M;10/04/2025;6M;;;10/10/2024;10/04/2027;Yes;Short;11625;11625;23/03/2023;30E/360;;;;;No Adjustment;EURIBOR_SWAP;;;No;;EUR;Amortized cost;11625;;;;;;;;;;;;;No;;3,195;;;EURIBOR_SWAP;6M;;;10/04/2027;6M;;;0,14;UG;CUENTAS A PLAZO PASIVO ENTIDADES DE CREDITO;Servicios Centrales;VAR;EUR;052;999;;P;02.02.00.00.00 Cuentas a plazo;54693111004;;;;;;;160;180;;;;;;N;;P.1;Original;EUR;;;Sensible;;;;;;DESCONOCIDO;AMORTIZED_COST;;;VARIABLE;NO;NO;;2.4.1.3.2.2 Variable;;
1269407_210303470500030826;;15/01/2025;6M;15/01/2025;12M;;;15/01/2024;15/01/2029;Yes;Long;15706,84;15706,84;15/01/2016;Actual/Actual ISDA;;;;;No Adjustment;EURIBOR_SWAP;;;No;;EUR;Amortized cost;15706,84;;;;;;;;;;;;;No;;6,022;2;16/01/2025;EURIBOR_SWAP;12M;0;;16/01/2025;12M;;2M;2;UG;HIPOTECARIOS SUELO NAVES Y OFICINAS;Banca Comercial;VAR;EUR;050;254;113205;A;04.02.02.01.00 Con garantia hipotecaria;33152000003;02010300;;04;;;;;;160;160;;F;;N;N;A.2.1.3;Original;EUR;Activo general;2025-01;Sensible;02010100;;F09;Seniors 2;66;SENIOR;AMORTIZED_COST;;;VARIABLE;FLOOR;NO;;;;
1269831_210377600500004518;;08/01/2025;3M;08/01/2025;3M;;;08/10/2024;08/07/2035;Yes;Long;35833,51;35833,51;08/07/2010;Actual/Actual ISDA;;;;;No Adjustment;EURIBOR_SWAP;;;No;;EUR;Amortized cost;35833,51;;;;;;;;;;;;;No;;4,747;2;09/01/2025;EURIBOR_SWAP;12M;0;;09/01/2025;3M;;;2;UG;OTROS PRESTAMOS SECTOR PUBLICO;Banca Comercial;VAR;EUR;050;001;111000;A;04.01.03.00.00 Administraciones Locales;33551110006;03000000;;00;GRANDE;;;;;090;;;J;;N;N;A.2.1.3;Original;EUR;Activo general;2025-01;Sensible;;04;J06;Organismos P�blicos;;SECTOR_PUBLICO;AMORTIZED_COST;;;VARIABLE;FLOOR;NO;;1.8.2.2.1 Inversi�n crediticia;;
127152_210346320510001871;;15/02/2025;3M;15/02/2025;3M;;;15/11/2024;15/02/2029;Yes;Long;8500;8500;15/02/2024;Actual/Actual ISDA;;;;;No Adjustment;EURIBOR_SWAP;;;No;;EUR;Amortized cost;8500;;;;;;;;;;;;;No;;4,16;0,5;16/02/2025;EURIBOR_SWAP;12M;0;;16/02/2025;12M;;;0,5;UG;PERSONALES AGRICOLAS;Banca Comercial;VAR;EUR;051;363;114145;A;04.02.05.04.00 Prestamos personales;33552000009;01030202;;02;;;;;;170;;;F;;N;N;A.2.1.3;Original;EUR;Activo general;2025-02;Sensible;01030202;;F04;Adultos 1B;46;ADULTOS_B;AMORTIZED_COST;;;VARIABLE;FLOOR;NO;;;;
1272399_210323190515728859;;23/03/2025;6M;23/03/2025;6M;;;23/09/2024;23/09/2034;Yes;Long;30720;30720;23/09/2009;Actual/Actual ISDA;;;;;No Adjustment;EURIBOR_SWAP;;;No;;EUR;Amortized cost;30720;;;;;;;;;;;;;No;;4,21;0,6;24/03/2025;EURIBOR_SWAP;12M;2,5;;24/03/2025;6M;;;0,6;UG;HIPOTECARIOS COMPRADOR DIRECTO;Banca Comercial;VAR;EUR;051;542;112040;A;04.02.02.01.00 Con garantia hipotecaria;33152000003;02010300;;04;;;;;;160;160;;F;;N;N;A.2.1.3;Original;EUR;Activo general;2025-03;Sensible;02010100;;F07;Adultos 3;45;ADULTOS_B;AMORTIZED_COST;;;VARIABLE;FLOOR;NO;;;;
1273020_210322240514731203;;22/04/2025;6M;22/04/2025;6M;;;22/10/2024;22/10/2037;Yes;Long;32933,22;32933,22;22/10/2007;Actual/Actual ISDA;;;;;No Adjustment;EURIBOR_SWAP;;;No;;EUR;Amortized cost;32933,22;;;;;;;;;;;;;No;;4,21;0,6;23/04/2025;EURIBOR_SWAP;12M;0;;23/04/2025;6M;;;0,6;UG;PERSONALES GTIA HIP COMPRADOR DIRECTO;Banca Comercial;VAR;EUR;051;542;112040;A;04.02.05.04.00 Prestamos personales;33552000009;02010300;;04;;;;;;160;160;;F;;N;N;A.2.1.3;Original;EUR;Activo general;2025-04;Sensible;02030000;;F07;Adultos 3;42;ADULTOS_A;AMORTIZED_COST;;;VARIABLE;FLOOR;NO;;;;
1274392_210327110510001548;;08/01/2025;6M;08/01/2025;6M;;;08/07/2024;08/01/2029;Yes;Long;36000;36000;08/01/2024;Actual/Actual ISDA;;;;;No Adjustment;EURIBOR_SWAP;;;No;;EUR;Amortized cost;36000;;;;;;;;;;;;;No;;4,08;0,5;09/01/2025;EURIBOR_SWAP;12M;0;;09/01/2025;12M;;;0,5;UG;PERSONALES AGRICOLAS;Banca Comercial;VAR;EUR;051;363;114145;A;04.02.05.04.00 Prestamos personales;33552000009;01030202;;02;;;;;;170;;;F;;N;N;A.2.1.3;Original;EUR;Activo general;2025-01;Sensible;01030202;;F04;Adultos 1B;55;ADULTOS_B;AMORTIZED_COST;;;VARIABLE;FLOOR;NO;;;;
1275590_210323150515769732;;04/05/2025;6M;04/05/2025;6M;;;04/11/2024;04/11/2036;Yes;Long;48000;48000;23/10/2009;Actual/Actual ISDA;;;;;No Adjustment;EURIBOR_SWAP;;;No;;EUR;Amortized cost;48000;;;;;;;;;;;;;No;;4,21;0,6;05/05/2025;EURIBOR_SWAP;12M;2,5;;05/05/2025;6M;;;0,6;UG;HIPOTECARIOS COMPRADOR DIRECTO;Banca Comercial;VAR;EUR;051;542;112040;A;04.02.02.01.00 Con garantia hipotecaria;33152000003;02010300;;04;;;;;;160;160;;F;;N;N;A.2.1.3;Original;EUR;Activo general;2025-05;Sensible;02010100;;F09;Seniors 2;65;SENIOR;AMORTIZED_COST;;;VARIABLE;FLOOR;NO;;;;
1276527_210320060500063566;;20/12/2024;6M;20/12/2024;6M;;;20/06/2024;20/12/2036;Yes;Long;446428,58;446428,58;20/12/2021;Actual/Actual ISDA;;;;;No Adjustment;EURIBOR_SWAP;;;No;;EUR;Amortized cost;446428,58;;;;;;;;;;;;;No;;5,41;1,25;21/12/2024;EURIBOR_SWAP;12M;0;;21/12/2024;12M;;2M;1,25;UG;HIPOTECARIOS AGRICOLAS;Banca Comercial;VAR;EUR;050;264;114200;A;04.02.02.01.00 Con garantia hipotecaria;33152040000;01010300;;01;PYME - MICROEMPRESA;;;;;120;130;140;J;;N;N;A.2.1.3;Original;EUR;Activo general;2024-12;Sensible;01010104;01;J04;Microempresas;;MICROEMPRESAS;AMORTIZED_COST;;;VARIABLE;FLOOR;NO;;1.8.2.5.1.1 Inversi�n crediticia;;
1277678_210375970530000028;;30/11/2024;1M;30/11/2024;1M;;;30/10/2024;30/12/2025;Yes;Long;54581,86;54581,86;30/12/2015;Actual/360;;;;;No Adjustment;EURIBOR_SWAP;;;No;;EUR;Amortized cost;54581,86;;;;;;;;;;;;;No;;4,502;1,3719999999999999;01/12/2024;EURIBOR_SWAP;1M;1,3719999999999999;;01/12/2024;1M;;;1,3719999999999999;UG;OTROS PRESTAMOS SECTOR PUBLICO;Banca Comercial;VAR;EUR;053;201;111101;A;04.01.03.00.00 Administraciones Locales;33551110006;03000000;;00;GRANDE;;;;;090;;;J;;N;N;A.2.1.1;Original;EUR;Activo general;2024-12;Sensible;;04;J06;Organismos P�blicos;;SECTOR_PUBLICO;AMORTIZED_COST;;;VARIABLE;FLOOR;NO;;1.8.2.2.1 Inversi�n crediticia;;
1279138_210371090500018344;;18/03/2025;6M;18/03/2025;12M;;;18/03/2024;18/03/2031;Yes;Long;22050;22050;18/03/2011;30E/360;;;;;No Adjustment;EURIBOR_SWAP;;;No;;EUR;Amortized cost;22050;;;;;;;;;;;;;No;;4,952999999999999;1,25;19/06/2025;EURIBOR_SWAP;12M;0;;19/06/2025;12M;;2M;1,25;UG;HIPOTECARIOS COMPRADOR DIRECTO;Banca Comercial;VAR;EUR;050;422;112002;A;04.02.02.01.00 Con garantia hipotecaria;33152000003;02010300;;04;;;;;;170;;;F;;N;N;A.2.1.3;Original;EUR;Activo general;2025-06;Sensible;02010300;;F06;Adultos 2B;51;ADULTOS_B;AMORTIZED_COST;;;VARIABLE;FLOOR;NO;;;;
1279328_210343000510101087;;17/01/2025;6M;17/07/2025;6M;;;17/01/2025;17/01/2029;Yes;Long;35000;35000;17/01/2024;Actual/Actual ISDA;;;;;No Adjustment;EURIBOR_SWAP;;;No;;EUR;Amortized cost;35000;;;;;;;;;;;;;No;;4,096;0,5;18/01/2025;EURIBOR_SWAP;12M;0;;18/01/2025;12M;;;0,5;UG;PERSONALES AGRICOLAS;Banca Comercial;VAR;EUR;051;363;114145;A;04.02.05.04.00 Prestamos personales;33552000009;01030202;;02;;;;;;170;;;F;;N;N;A.2.1.3;Original;EUR;Activo general;2025-01;Sensible;01030202;;F09;Seniors 2;65;SENIOR;AMORTIZED_COST;;;VARIABLE;FLOOR;NO;;;;
1279648_210325240514202006;;08/01/2025;6M;08/01/2025;6M;;;08/07/2024;08/01/2029;Yes;Long;16897,97;16897,97;13/10/2006;Actual/Actual ISDA;;;;;No Adjustment;EURIBOR_SWAP;;;No;;EUR;Amortized cost;16897,97;;;;;;;;;;;;;No;;4,21;0,6;09/07/2025;EURIBOR_SWAP;12M;0;;09/07/2025;12M;;;0,6;UG;HIPOTECARIOS COMPRADOR DIRECTO;Banca Comercial;VAR;EUR;051;542;112040;A;04.02.02.01.00 Con garantia hipotecaria;33152000003;02010300;;04;;;;;;160;160;;F;;N;N;A.2.1.3;Original;EUR;Activo general;2025-07;Sensible;02010100;;F07;Adultos 3;63;ADULTOS_B;AMORTIZED_COST;;;VARIABLE;FLOOR;NO;;;;
1281740_210374800500007195;;26/12/2024;3M;26/12/2024;3M;;;26/09/2024;26/06/2036;Yes;Long;110035,24;110035,24;26/06/2006;Actual/Actual ISDA;;;;;No Adjustment;EURIBOR_SWAP;;;No;;EUR;Amortized cost;110035,24;;;;;;;;;;;;;No;;3,438;0,35000000000000003;27/12/2024;EURIBOR_SWAP;12M;0;;27/12/2024;3M;;;0,35000000000000003;UG;OTROS PRESTAMOS SECTOR PUBLICO;Banca Comercial;VAR;EUR;050;001;111000;A;04.01.03.00.00 Administraciones Locales;33551110006;03000000;;00;GRANDE;;;;;090;;;J;;N;N;A.2.1.3;Original;EUR;Activo general;2024-12;Sensible;;04;J06;Organismos P�blicos;;SECTOR_PUBLICO;AMORTIZED_COST;;;VARIABLE;FLOOR;NO;;1.8.2.2.1 Inversi�n crediticia;;
128183_210342270504242563;;07/01/2025;3M;07/01/2025;6M;;;07/07/2024;07/07/2030;Yes;Long;21480;21480;07/07/2015;30E/360;;;;;No Adjustment;EURIBOR_SWAP;;;No;;EUR;Amortized cost;21480;;;;;;;;;;;;;No;;5,842;2,25;08/07/2025;EURIBOR_SWAP;12M;0;;08/07/2025;12M;;;2,25;UG;PERSONALES FINANCIACION EMPRESAS;Banca Comercial;VAR;EUR;050;209;113105;A;04.02.05.04.00 Prestamos personales;33552000009;01030202;;02;;;;;;170;;;F;;N;N;A.2.1.3;Original;EUR;Activo general;2025-07;Sensible;01030202;;F06;Adultos 2B;57;ADULTOS_B;AMORTIZED_COST;;;VARIABLE;FLOOR;NO;;;;
1283433_210303470500019251;;30/11/2024;3M;31/05/2025;12M;;;31/05/2024;31/05/2030;Yes;Long;25003,65;25003,65;31/05/2005;Actual/Actual ISDA;;;;;No Adjustment;EURIBOR_SWAP;;;No;;EUR;Amortized cost;25003,65;;;;;;;;;;;;;No;;5,203;1,5;01/06/2025;EURIBOR_SWAP;12M;0;;01/06/2025;12M;;2M;1,5;UG;HIPOTECARIOS COMPRADOR DIRECTO;Banca Comercial;VAR;EUR;050;422;112002;A;04.02.02.01.00 Con garantia hipotecaria;33152000003;02010300;;04;;;;;;160;160;;F;;N;N;A.2.1.3;Original;EUR;Activo general;2025-06;Sensible;02010100;;F06;Adultos 2B;56;ADULTOS_B;AMORTIZED_COST;;;VARIABLE;FLOOR;NO;;;;
1286270_210325220515356137;;03/05/2025;6M;03/05/2025;6M;;;03/11/2024;03/11/2035;Yes;Long;44000;44000;29/10/2008;Actual/Actual ISDA;;;;;No Adjustment;EURIBOR_SWAP;;;No;;EUR;Amortized cost;44000;;;;;;;;;;;;;No;;4,21;0,6;04/05/2025;EURIBOR_SWAP;12M;0;;04/05/2025;6M;;;0,6;UG;HIPOTECARIOS COMPRADOR DIRECTO;Banca Comercial;VAR;EUR;051;542;112040;A;04.02.02.01.00 Con garantia hipotecaria;33152000003;02010300;;04;;;;;;160;160;;F;;N;N;A.2.1.3;Original;EUR;Activo general;2025-05;Sensible;02010100;;F06;Adultos 2B;45;ADULTOS_B;AMORTIZED_COST;;;VARIABLE;FLOOR;NO;;;;
128639_210326530516962911;;28/02/2025;6M;28/02/2025;12M;;;28/02/2024;28/02/2030;Yes;Long;17246,78;17246,78;28/04/2015;Actual/Actual ISDA;;;;;No Adjustment;EURIBOR_SWAP;;;No;;EUR;Amortized cost;17246,78;;;;;;;;;;;;;No;;8,125;4,5;01/03/2025;EURIBOR_SWAP;12M;0;;01/03/2025;6M;;;4,5;UG;HIPOTECARIOS COMPRADOR DIRECTO;Banca Comercial;VAR;EUR;050;422;112002;A;04.02.02.01.00 Con garantia hipotecaria;33152000003;02010300;;04;;;;;;160;160;170;F;;N;N;A.2.1.3;Original;EUR;Activo general;2025-03;Sensible;02010100;;F04;Adultos 1B;49;ADULTOS_B;AMORTIZED_COST;;;VARIABLE;FLOOR;NO;;;;
1286751_210322060503432938;;05/01/2025;3M;05/04/2025;12M;;;05/04/2024;05/04/2030;Yes;Long;26988,06;26988,06;05/04/2005;Actual/Actual ISDA;;;;;No Adjustment;EURIBOR_SWAP;;;No;;EUR;Amortized cost;26988,06;;;;;;;;;;;;;No;;1,7500000000000002;0;01/01/2025;EURIBOR_SWAP;12M;0;1,7500000000000002;01/01/2025;6M;0,5;2M;0;UG;PERSONALES OTRAS FINALIDADES;Banca Privada;VAR;EUR;050;605;111999;A;04.02.05.04.00 Prestamos personales;33552000009;02030000;;05;;;;;;170;;;F;;N;S;A.2.1.3;Original;EUR;Activo general;2025-01;Sensible;02030000;;F07;Adultos 3;59;ADULTOS_B;AMORTIZED_COST;;;VARIABLE;FLOOR;CAP;;;;
1287231_210300035203002118002420141019;;20/05/2025;6M;20/05/2025;6M;;;20/11/2024;20/11/2029;Yes;Short;3584,02;3584,02;23/10/2014;30E/360;;;;;No Adjustment;EURIBOR_SWAP;;;No;;EUR;Amortized cost;3584,02;;;;;;;;;;;;;No;;3,6610000000000005;;;EURIBOR_SWAP;6M;;;20/11/2029;6M;;;0,9000000000000001;UG;CUENTAS A PLAZO PASIVO ENTIDADES DE CREDITO;Servicios Centrales;VAR;EUR;052;999;;P;02.02.00.00.00 Cuentas a plazo;54693111004;;;;;;;160;180;;;;;;N;;P.1;Original;EUR;;;Sensible;;;;;;DESCONOCIDO;AMORTIZED_COST;;;VARIABLE;NO;NO;;2.4.1.3.2.2 Variable;;
1292429_2103000349040371180000201210078;;10/05/2025;6M;10/05/2025;6M;;;10/11/2024;10/11/2027;Yes;Short;15999,92;15999,92;11/10/2012;30E/360;;;;;No Adjustment;EURIBOR_SWAP;;;No;;EUR;Amortized cost;15999,92;;;;;;;;;;;;;No;;6,731;;;EURIBOR_SWAP;6M;;;10/11/2027;6M;;;3,9;UG;CUENTAS A PLAZO PASIVO ENTIDADES DE CREDITO;Servicios Centrales;VAR;EUR;052;999;;P;02.02.00.00.00 Cuentas a plazo;54693111004;;;;;;;160;180;;;;;;N;;P.1;Original;EUR;;;Sensible;;;;;;DESCONOCIDO;AMORTIZED_COST;;;VARIABLE;NO;NO;;2.4.1.3.2.2 Variable;;
1292431_210377040500003929;;13/12/2024;3M;13/12/2024;3M;;;13/09/2024;13/12/2029;Yes;Long;9769,74;9769,74;13/09/2005;30E/360;;;;;No Adjustment;EURIBOR_SWAP;;;No;;EUR;Amortized cost;9769,74;;;;;;;;;;;;;No;;4,5089999999999995;0,8999999999999999;14/03/2025;EURIBOR_SWAP;12M;3,75;12;14/03/2025;12M;;2M;0,8999999999999999;UG;HIPOTECARIOS COMPRADOR DIRECTO;Banca Comercial;VAR;EUR;050;422;112002;A;04.02.02.01.00 Con garantia hipotecaria;33152040000;01030202;;02;PYME - MICROEMPRESA;;;;;120;130;;J;;N;N;A.2.1.3;Original;EUR;Activo general;2025-03;Sensible;01030201;01;J04;Microempresas;;MICROEMPRESAS;AMORTIZED_COST;;;VARIABLE;FLOOR;CAP;;1.8.2.5.1.1 Inversi�n crediticia;;
1294463_210371360500047765;;28/02/2025;3M;28/08/2025;12M;;;28/08/2024;28/08/2029;Yes;Long;22552,62;22552,62;28/07/2004;30E/360;;;;;No Adjustment;EURIBOR_SWAP;;;No;;EUR;Amortized cost;22552,62;;;;;;;;;;;;;No;;3,9600000000000004;0,27999999999999997;29/07/2025;EURIBOR_SWAP;12M;0;;29/07/2025;12M;;2M;0,27999999999999997;UG;HIPOTECARIOS SUBROGACIONES;Banca Comercial;VAR;EUR;050;422;112002;A;04.02.02.01.00 Con garantia hipotecaria;33152000003;02010300;;04;;;;;;160;160;;F;;N;N;A.2.1.3;Original;EUR;Activo general;2025-07;Sensible;02010100;;F09;Seniors 2;67;SENIOR;AMORTIZED_COST;;;VARIABLE;FLOOR;NO;;;;
1297268_210347810530000085;;02/07/2025;12M;02/07/2025;12M;;;02/07/2024;02/07/2030;Yes;Long;21428571,43;21428571,43;02/07/2020;Actual/360;;;;;No Adjustment;EURIBOR_SWAP;;;No;;EUR;Amortized cost;21428571,43;;;;;;;;;;;;;No;;4,045;0,47800000000000004;03/07/2025;EURIBOR_SWAP;12M;0;;03/07/2025;12M;;;0,47800000000000004;UG;OTROS PRESTAMOS SECTOR PUBLICO;Banca Empresas;VAR;EUR;053;101;111100;A;04.01.02.00.00 Administraciones Autonomicas;33651100000;03000000;;00;GRANDE;;;;;090;;;J;;N;N;A.2.1.3;Original;EUR;Activo general;2025-07;Sensible;;04;J06;Organismos P�blicos;;SECTOR_PUBLICO;AMORTIZED_COST;;;VARIABLE;FLOOR;NO;;1.8.2.2.1 Inversi�n crediticia;;
1297792_210329000510024882;;13/12/2024;1M;13/03/2025;1M;;;13/02/2025;13/02/2029;Yes;Long;25000;25000;13/02/2024;Actual/Actual ISDA;;;;;No Adjustment;EURIBOR_SWAP;;;No;;EUR;Amortized cost;25000;;;;;;;;;;;;;No;;10;0,5;14/02/2025;EURIBOR_SWAP;12M;0;;14/02/2025;12M;;;0,5;UG;PERSONALES AGRICOLAS;Banca Comercial;VAR;EUR;051;363;114145;A;04.02.05.04.00 Prestamos personales;33552000009;01030202;;02;;;;;;170;;;F;;N;N;A.2.1.3;Original;EUR;Activo general;2025-02;Sensible;01030202;;F04;Adultos 1B;64;ADULTOS_B;AMORTIZED_COST;;;VARIABLE;FLOOR;NO;;;;
