File type;Contracts
Charset;ISO-8859-1
Decimal separator;Comma
Boolean format;Yes;No
Day pattern;dd/MM/yyyy
Timestamp pattern;dd/MM/yyyy HH:mm
Additional contract info;Not included
Contract type;Fixed linear
Reference day;30/11/2024
Identifier;Description;Interest anchor date;Interest payment period;Principal anchor date;Principal payment period;Principal payment amount;Residual principal;Principal grace period end date;Maturity date;Prepayment allowed;Position;Initial principal;Outstanding principal;Start date;Day count convention;Accrued interest;Purchase date;Purchase relative price;Purchase relative price type;Business day convention;Discount curve;Credit spread curve;Group identifier;Planned position;Planned date;Currency;Book value definition;Custom amortized cost;Fair value accounting;Market value;Market value type;Excess operational deposits;Haircut;Retained;Minimum encumbrance;Counterparty;Counterparty LEI;Counterparty national code;Counterparty residence;Client start date;Discarded;Discarding cause;Indexed rate;Comision cancelacion RI3;Interest spread;Fuente de datos;Producto;Segmento negocio;Tipo tasa;Moneda original;C�digo de producto;C�digo de sub-producto;Producto comercial;Apartado;Epigrafe M1;Cuenta contable;C�digo DRC;Clave ISIN cobertura;C�digo clasificaci�n activo;Descripci�n tama�o empresa;Consolidado reservado;Consolidado p�blico;F8 Primario;F8 Secundario;F18 Primario;F18 Secundario 1;F18 Secundario 2;Persona f�sica/jur�dica;Segmento negocio cartera;Marca transaccional;Marca empleado;Epigrafe RI2;Transferencia cuentas vista;Moneda de tratamiento;Categoria RI3;Mes de reprecio;Sensible;C�digo DRC contable;C�digo tama�o empresa;C�d. segmento estrat�gico;Des. segmento estrat�gico;Edad;Segmento estrat�gico;Coste amort./Valor razon.;Cod. ranking insolvencia;Des. ranking insolvencia;Clasificacion F V_J;Opcion Comprada;Opcion Vendida;Operacional;FINREP;Macrosegmento;Des. macrosegmento
1257822_210383550500889287;;30/11/2024;1M;30/11/2024;1M;;;30/10/2024;30/04/2025;Yes;Long;1496,53;1496,53;27/10/2023;30E/360;;;;;No Adjustment;EURIBOR_SWAP;;;No;;EUR;Amortized cost;1496,53;;;;;;;;;;;;;No;;0;0;0;UG;PERSONALES FINANCIACION ECONOMIA DOMESTICA;Banca Comercial;FIX;EUR;050;100;111070;A;04.02.05.04.00 Prestamos personales;33552000009;02030000;;05;;;;;;170;170;;F;;N;N;A.2.2;Original;EUR;Activo general;;Sensible;02030000;;F07;Adultos 3;57;ADULTOS_B;AMORTIZED_COST;;;FIJO;NO;NO;;;;
125828_210303590500044861;;13/08/2025;12M;13/08/2025;12M;;;13/08/2024;13/08/2031;Yes;Long;70000;70000;13/08/2024;Actual/Actual ISDA;;;;;No Adjustment;EURIBOR_SWAP;;;No;;EUR;Amortized cost;70000;;;;;;;;;;;;;No;;4;1;0;UG;PERSONALES AGRICOLAS;Banca Comercial;FIX;EUR;050;273;114136;A;04.02.05.04.00 Prestamos personales;33552000009;01030202;;02;;;;;;170;;;F;;N;N;A.2.2;Original;EUR;Activo general;;Sensible;01030202;;F07;Adultos 3;42;ADULTOS_A;AMORTIZED_COST;;;FIJO;NO;NO;;;;
1258409_210383550500875620;;07/12/2024;1M;07/12/2024;1M;;;07/11/2024;07/09/2025;Yes;Long;583,42;583,42;07/09/2022;30E/360;;;;;No Adjustment;EURIBOR_SWAP;;;No;;EUR;Amortized cost;583,42;;;;;;;;;;;;;No;;0;0;0;UG;PERSONALES FINANCIACION ECONOMIA DOMESTICA;Banca Comercial;FIX;EUR;050;100;111070;A;04.02.05.04.00 Prestamos personales;33552000009;02030000;;05;;;;;;170;170;;F;;N;N;A.2.2;Original;EUR;Activo general;;Sensible;02030000;;F07;Adultos 3;54;ADULTOS_B;AMORTIZED_COST;;;FIJO;NO;NO;;;;
1263946_210383550500893888;;30/11/2024;1M;30/11/2024;1M;;;30/10/2024;31/10/2025;Yes;Long;752,56;752,56;05/04/2024;30E/360;;;;;No Adjustment;EURIBOR_SWAP;;;No;;EUR;Amortized cost;752,56;;;;;;;;;;;;;No;;0;0;0;UG;PERSONALES FINANCIACION ECONOMIA DOMESTICA;Banca Comercial;FIX;EUR;050;100;111070;A;04.02.05.04.00 Prestamos personales;33552000009;02030000;;05;;;;;;170;170;;F;;N;N;A.2.2;Original;EUR;Activo general;;Sensible;02030000;;F09;Seniors 2;74;SENIOR;AMORTIZED_COST;;;FIJO;NO;NO;;;;
1265050_210343460510001011;;17/01/2025;6M;17/01/2025;6M;;;17/07/2024;17/01/2025;Yes;Long;2000;2000;17/01/2020;Actual/Actual ISDA;;;;;No Adjustment;EURIBOR_SWAP;;;No;;EUR;Amortized cost;2000;;;;;;;;;;;;;No;;1,5;1;0;UG;PERSONALES AGRICOLAS;Banca Comercial;FIX;EUR;051;323;114131;A;04.02.05.04.00 Prestamos personales;33552000009;01030202;;02;;;;;;170;;;F;;N;N;A.2.2;Original;EUR;Activo general;;Sensible;01030202;;F08;Seniors 1;65;SENIOR;AMORTIZED_COST;;;FIJO;NO;NO;;;;
1268182_210383550500883112;;18/12/2024;1M;18/12/2024;1M;;;18/11/2024;18/04/2025;Yes;Long;372,75;372,75;18/04/2023;30E/360;;;;;No Adjustment;EURIBOR_SWAP;;;No;;EUR;Amortized cost;372,75;;;;;;;;;;;;;No;;0;0;0;UG;PERSONALES FINANCIACION ECONOMIA DOMESTICA;Banca Comercial;FIX;EUR;050;100;111070;A;04.02.05.04.00 Prestamos personales;33552000009;02030000;;05;;;;;;170;170;;F;;N;N;A.2.2;Original;EUR;Activo general;;Sensible;02030000;;F06;Adultos 2B;60;ADULTOS_B;AMORTIZED_COST;;;FIJO;NO;NO;;;;
1269551_210346420510001263;;28/01/2025;3M;28/01/2025;3M;;;28/10/2024;28/01/2025;Yes;Long;2500;2500;28/01/2020;Actual/Actual ISDA;;;;;No Adjustment;EURIBOR_SWAP;;;No;;EUR;Amortized cost;2500;;;;;;;;;;;;;No;;1,5;1;0;UG;PERSONALES AGRICOLAS;Banca Comercial;FIX;EUR;051;323;114131;A;04.02.05.04.00 Prestamos personales;33552000009;01030202;;02;;;;;;170;;;F;;N;N;A.2.2;Original;EUR;Activo general;;Sensible;01030202;;F04;Adultos 1B;54;ADULTOS_B;AMORTIZED_COST;;;FIJO;NO;NO;;;;
126986_210383550500893192;;12/12/2024;1M;12/12/2024;1M;;;12/11/2024;12/03/2029;Yes;Long;10092,36;10092,36;12/03/2024;30E/360;;;;;No Adjustment;EURIBOR_SWAP;;;No;;EUR;Amortized cost;10092,36;;;;;;;;;;;;;No;;0;0;0;UG;PERSONALES FINANCIACION ECONOMIA DOMESTICA;Banca Comercial;FIX;EUR;050;100;111070;A;04.02.05.04.00 Prestamos personales;33552000009;02030000;;05;;;;;;170;170;;F;;N;N;A.2.2;Original;EUR;Activo general;;Sensible;02030000;;F06;Adultos 2B;53;ADULTOS_B;AMORTIZED_COST;;;FIJO;NO;NO;;;;
1269875_210327400510003373;;13/02/2025;3M;13/02/2025;3M;;;13/11/2024;13/02/2025;Yes;Long;2500;2500;13/02/2020;Actual/Actual ISDA;;;;;No Adjustment;EURIBOR_SWAP;;;No;;EUR;Amortized cost;2500;;;;;;;;;;;;;No;;1,5;1;0;UG;PERSONALES AGRICOLAS;Banca Comercial;FIX;EUR;051;323;114131;A;04.02.05.04.00 Prestamos personales;33552000009;01030202;;02;;;;;;170;;;F;;N;N;A.2.2;Original;EUR;Activo general;;Sensible;01030202;;F06;Adultos 2B;58;ADULTOS_B;AMORTIZED_COST;;;FIJO;NO;NO;;;;
1269955_210343650510102569;;20/01/2025;6M;20/01/2025;6M;;;20/07/2024;20/01/2025;Yes;Long;3125;3125;20/01/2020;Actual/Actual ISDA;;;;;No Adjustment;EURIBOR_SWAP;;;No;;EUR;Amortized cost;3125;;;;;;;;;;;;;No;;1,5;1;0;UG;PERSONALES AGRICOLAS;Banca Comercial;FIX;EUR;051;323;114131;A;04.02.05.04.00 Prestamos personales;33552000009;01030202;;02;;;;;;170;;;F;;N;N;A.2.2;Original;EUR;Activo general;;Sensible;01030202;;F03;Adultos 1A;36;ADULTOS_A;AMORTIZED_COST;;;FIJO;NO;NO;;;;
1270030_210322420510011456;;28/01/2025;6M;28/01/2025;12M;;;28/01/2024;28/01/2025;Yes;Long;8000;8000;28/01/2020;Actual/Actual ISDA;;;;;No Adjustment;EURIBOR_SWAP;;;No;;EUR;Amortized cost;8000;;;;;;;;;;;;;No;;1,5;1;0;UG;PERSONALES AGRICOLAS;Banca Comercial;FIX;EUR;051;323;114131;A;04.02.05.04.00 Prestamos personales;33552000009;01030202;;02;;;;;;170;;;F;;N;N;A.2.2;Original;EUR;Activo general;;Sensible;01030202;;F03;Adultos 1A;41;ADULTOS_A;AMORTIZED_COST;;;FIJO;NO;NO;;;;
1271656_210383550500868772;;30/11/2024;1M;30/11/2024;1M;;;30/10/2024;31/03/2027;Yes;Long;4077,84;4077,84;08/03/2022;30E/360;;;;;No Adjustment;EURIBOR_SWAP;;;No;;EUR;Amortized cost;4077,84;;;;;;;;;;;;;No;;0;0;0;UG;PERSONALES FINANCIACION ECONOMIA DOMESTICA;Banca Comercial;FIX;EUR;050;100;111070;A;04.02.05.04.00 Prestamos personales;33552000009;02030000;;05;;;;;;170;170;;F;;N;N;A.2.2;Original;EUR;Activo general;;Sensible;02030000;;F07;Adultos 3;43;ADULTOS_A;AMORTIZED_COST;;;FIJO;NO;NO;;;;
1272106_210306220500179324;;11/01/2025;3M;11/10/2025;3M;;;11/07/2025;11/07/2029;Yes;Long;18500;18500;11/07/2024;Actual/Actual ISDA;;;;;No Adjustment;EURIBOR_SWAP;;;No;;EUR;Amortized cost;18500;;;;;;;;;;;;;No;;4,65;1;0;UG;PERSONALES AGRICOLAS;Banca Comercial;FIX;EUR;050;273;114136;A;04.02.05.04.00 Prestamos personales;33552000009;01030202;;02;;;;;;170;;;F;;N;N;A.2.2;Original;EUR;Activo general;;Sensible;01030202;;F04;Adultos 1B;64;ADULTOS_B;AMORTIZED_COST;;;FIJO;NO;NO;;;;
1275531_210383550500877726;;30/11/2024;1M;30/11/2024;1M;;;30/10/2024;02/12/2024;Yes;Long;600;600;03/11/2022;30E/360;;;;;No Adjustment;EURIBOR_SWAP;;;No;;EUR;Amortized cost;600;;;;;;;;;;;;;No;;0;0;0;UG;PERSONALES FINANCIACION ECONOMIA DOMESTICA;Banca Comercial;FIX;EUR;050;100;111070;A;04.02.05.04.00 Prestamos personales;33552000009;02030000;;05;;;;;;170;;;F;;N;N;A.2.2;Original;EUR;Activo general;;Sensible;02030000;;F07;Adultos 3;32;ADULTOS_A;AMORTIZED_COST;;;FIJO;NO;NO;;;;
1275682_210346910510000184;;17/02/2025;6M;17/02/2025;6M;;;17/08/2024;17/02/2025;Yes;Long;2100;2100;17/02/2020;Actual/Actual ISDA;;;;;No Adjustment;EURIBOR_SWAP;;;No;;EUR;Amortized cost;2100;;;;;;;;;;;;;No;;1,5;1;0;UG;PERSONALES AGRICOLAS;Banca Comercial;FIX;EUR;051;323;114131;A;04.02.05.04.00 Prestamos personales;33552000009;01030202;;02;;;;;;170;;;F;;N;N;A.2.2;Original;EUR;Activo general;;Sensible;01030202;;F07;Adultos 3;57;ADULTOS_B;AMORTIZED_COST;;;FIJO;NO;NO;;;;
1275788_210322220510003646;;28/01/2025;6M;28/01/2025;12M;;;28/01/2024;28/01/2025;Yes;Long;5000;5000;28/01/2020;Actual/Actual ISDA;;;;;No Adjustment;EURIBOR_SWAP;;;No;;EUR;Amortized cost;5000;;;;;;;;;;;;;No;;1,5;1;0;UG;PERSONALES AGRICOLAS;Banca Comercial;FIX;EUR;051;323;114131;A;04.02.05.04.00 Prestamos personales;33552000009;01030202;;02;;;;;;170;;;F;;N;N;A.2.2;Original;EUR;Activo general;;Sensible;01030202;;F07;Adultos 3;61;ADULTOS_B;AMORTIZED_COST;;;FIJO;NO;NO;;;;
1275872_210345160510003549;;26/02/2025;6M;26/02/2025;6M;;;26/08/2024;26/02/2025;Yes;Long;4000;4000;26/02/2020;Actual/Actual ISDA;;;;;No Adjustment;EURIBOR_SWAP;;;No;;EUR;Amortized cost;4000;;;;;;;;;;;;;No;;1,5;1;0;UG;PERSONALES AGRICOLAS;Banca Comercial;FIX;EUR;051;323;114131;A;04.02.05.04.00 Prestamos personales;33552000009;01030202;;02;;;;;;170;;;F;;N;N;A.2.2;Original;EUR;Activo general;;Sensible;01030202;;F08;Seniors 1;69;SENIOR;AMORTIZED_COST;;;FIJO;NO;NO;;;;
1277575_210322490510105759;;08/01/2025;6M;08/01/2025;12M;;;08/01/2024;08/01/2025;Yes;Long;4000;4000;08/01/2020;Actual/Actual ISDA;;;;;No Adjustment;EURIBOR_SWAP;;;No;;EUR;Amortized cost;4000;;;;;;;;;;;;;No;;1,5;1;0;UG;PERSONALES AGRICOLAS;Banca Comercial;FIX;EUR;051;323;114131;A;04.02.05.04.00 Prestamos personales;33552000009;01030202;;02;;;;;;170;;;F;;N;N;A.2.2;Original;EUR;Activo general;;Sensible;01030202;;F07;Adultos 3;50;ADULTOS_B;AMORTIZED_COST;;;FIJO;NO;NO;;;;
127859_210322230510104796;;08/01/2025;12M;08/01/2025;12M;;;08/01/2024;08/01/2025;Yes;Long;6000;6000;08/01/2020;Actual/Actual ISDA;;;;;No Adjustment;EURIBOR_SWAP;;;No;;EUR;Amortized cost;6000;;;;;;;;;;;;;No;;1,5;1;0;UG;PERSONALES AGRICOLAS;Banca Comercial;FIX;EUR;051;323;114131;A;04.02.05.04.00 Prestamos personales;33552000009;01030202;;02;;;;;;170;;;F;;N;N;A.2.2;Original;EUR;Activo general;;Sensible;01030202;;F03;Adultos 1A;40;ADULTOS_A;AMORTIZED_COST;;;FIJO;NO;NO;;;;
1279013_210345180510000997;;09/03/2025;6M;09/03/2025;6M;;;09/09/2024;09/03/2025;Yes;Long;4000;4000;09/03/2020;Actual/Actual ISDA;;;;;No Adjustment;EURIBOR_SWAP;;;No;;EUR;Amortized cost;4000;;;;;;;;;;;;;No;;1,5;1;0;UG;PERSONALES AGRICOLAS;Banca Comercial;FIX;EUR;051;323;114131;A;04.02.05.04.00 Prestamos personales;33552000009;01030202;;02;;;;;;170;;;F;;N;N;A.2.2;Original;EUR;Activo general;;Sensible;01030202;;F04;Adultos 1B;46;ADULTOS_B;AMORTIZED_COST;;;FIJO;NO;NO;;;;
1279424_210347490510000373;;21/02/2025;6M;21/02/2025;6M;;;21/08/2024;21/02/2025;Yes;Long;4000;4000;21/02/2020;Actual/Actual ISDA;;;;;No Adjustment;EURIBOR_SWAP;;;No;;EUR;Amortized cost;4000;;;;;;;;;;;;;No;;1,5;1;0;UG;PERSONALES AGRICOLAS;Banca Comercial;FIX;EUR;051;323;114131;A;04.02.05.04.00 Prestamos personales;33552000009;01030202;;02;;;;;;170;;;F;;N;N;A.2.2;Original;EUR;Activo general;;Sensible;01030202;;F08;Seniors 1;70;SENIOR;AMORTIZED_COST;;;FIJO;NO;NO;;;;
1280139_210322350510006336;;13/01/2025;6M;13/01/2025;6M;;;13/07/2024;13/01/2025;Yes;Long;4000;4000;13/01/2020;Actual/Actual ISDA;;;;;No Adjustment;EURIBOR_SWAP;;;No;;EUR;Amortized cost;4000;;;;;;;;;;;;;No;;1,5;1;0;UG;PERSONALES AGRICOLAS;Banca Comercial;FIX;EUR;051;323;114131;A;04.02.05.04.00 Prestamos personales;33552000009;01030202;;02;;;;;;170;;;F;;N;N;A.2.2;Original;EUR;Activo general;;Sensible;01030202;;F06;Adultos 2B;56;ADULTOS_B;AMORTIZED_COST;;;FIJO;NO;NO;;;;
1281109_210371430510000029;;21/12/2024;1M;21/12/2024;1M;;;21/11/2024;21/07/2026;Yes;Long;545,58;545,58;21/07/2020;30E/360;;;;;No Adjustment;EURIBOR_SWAP;;;No;;EUR;Amortized cost;545,58;;;;;;;;;;;;;No;;1,49;0;0;UG;PERSONALES OTRAS FINALIDADES;Banca Comercial;FIX;EUR;051;347;111085;A;04.02.05.04.00 Prestamos personales;33552000009;02030000;;05;;;;;;170;;;F;;N;N;A.2.2;Original;EUR;Activo general;;Sensible;02030000;;F07;Adultos 3;44;ADULTOS_A;AMORTIZED_COST;;;FIJO;NO;NO;;;;
1281199_210342250510000964;;16/04/2025;6M;16/04/2025;6M;;;16/10/2024;16/04/2025;Yes;Long;1500;1500;16/04/2020;Actual/Actual ISDA;;;;;No Adjustment;EURIBOR_SWAP;;;No;;EUR;Amortized cost;1500;;;;;;;;;;;;;No;;1,5;1;0;UG;PERSONALES AGRICOLAS;Banca Comercial;FIX;EUR;051;323;114131;A;04.02.05.04.00 Prestamos personales;33552000009;01030202;;02;;;;;;170;;;F;;N;N;A.2.2;Original;EUR;Activo general;;Sensible;01030202;;F03;Adultos 1A;36;ADULTOS_A;AMORTIZED_COST;;;FIJO;NO;NO;;;;
1282183_210383550500895396;;29/12/2024;1M;29/12/2024;1M;;;29/11/2024;29/05/2027;Yes;Long;5210,42;5210,42;29/05/2024;30E/360;;;;;No Adjustment;EURIBOR_SWAP;;;No;;EUR;Amortized cost;5210,42;;;;;;;;;;;;;No;;0;0;0;UG;PERSONALES FINANCIACION ECONOMIA DOMESTICA;Banca Comercial;FIX;EUR;050;100;111070;A;04.02.05.04.00 Prestamos personales;33552000009;02030000;;05;;;;;;170;170;;F;;N;N;A.2.2;Original;EUR;Activo general;;Sensible;02030000;;F05;Adultos 2A;41;ADULTOS_A;AMORTIZED_COST;;;FIJO;NO;NO;;;;
1282311_210383550500893600;;30/11/2024;1M;30/11/2024;1M;;;30/10/2024;31/03/2025;Yes;Long;478,35;478,35;26/03/2024;30E/360;;;;;No Adjustment;EURIBOR_SWAP;;;No;;EUR;Amortized cost;478,35;;;;;;;;;;;;;No;;0;0;0;UG;PERSONALES FINANCIACION ECONOMIA DOMESTICA;Banca Comercial;FIX;EUR;050;100;111070;A;04.02.05.04.00 Prestamos personales;33552000009;02030000;;05;;;;;;170;170;;F;;N;N;A.2.2;Original;EUR;Activo general;;Sensible;02030000;;F07;Adultos 3;55;ADULTOS_B;AMORTIZED_COST;;;FIJO;NO;NO;;;;
1282492_210383550500894182;;30/11/2024;1M;30/11/2024;1M;;;30/10/2024;30/04/2025;Yes;Long;3804,17;3804,17;16/04/2024;30E/360;;;;;No Adjustment;EURIBOR_SWAP;;;No;;EUR;Amortized cost;3804,17;;;;;;;;;;;;;No;;0;0;0;UG;PERSONALES FINANCIACION ECONOMIA DOMESTICA;Banca Comercial;FIX;EUR;050;100;111070;A;04.02.05.04.00 Prestamos personales;33552000009;02030000;;05;;;;;;170;170;;F;;N;N;A.2.2;Original;EUR;Activo general;;Sensible;02030000;;F07;Adultos 3;60;ADULTOS_B;AMORTIZED_COST;;;FIJO;NO;NO;;;;
1285880_210301980500058547;;21/09/2025;12M;21/09/2025;12M;;;21/09/2024;21/09/2030;Yes;Long;29850;29850;21/09/2022;Actual/Actual ISDA;;;;;No Adjustment;EURIBOR_SWAP;;;No;;EUR;Amortized cost;29850;;;;;;;;;;;;;No;;3,55;1;0;UG;PERSONALES AGRICOLAS;Banca Comercial;FIX;EUR;050;273;114136;A;04.02.05.04.00 Prestamos personales;33552000009;01030202;;02;;;;;;170;;;F;;N;N;A.2.2;Original;EUR;Activo general;;Sensible;01030202;;F05;Adultos 2A;29;ADULTOS_A;AMORTIZED_COST;;;FIJO;NO;NO;;;;
1292390_210383550500897615;;29/12/2024;1M;29/12/2024;1M;;;29/11/2024;29/08/2025;Yes;Long;1653,75;1653,75;29/08/2024;30E/360;;;;;No Adjustment;EURIBOR_SWAP;;;No;;EUR;Amortized cost;1653,75;;;;;;;;;;;;;No;;0;0;0;UG;PERSONALES FINANCIACION ECONOMIA DOMESTICA;Banca Comercial;FIX;EUR;050;100;111070;A;04.02.05.04.00 Prestamos personales;33552000009;02030000;;05;;;;;;170;170;;F;;N;N;A.2.2;Original;EUR;Activo general;;Sensible;02030000;;F05;Adultos 2A;33;ADULTOS_A;AMORTIZED_COST;;;FIJO;NO;NO;;;;
1295010_210325010510006299;;15/01/2025;6M;15/01/2025;6M;;;15/07/2024;15/01/2025;Yes;Long;2500;2500;15/01/2020;Actual/Actual ISDA;;;;;No Adjustment;EURIBOR_SWAP;;;No;;EUR;Amortized cost;2500;;;;;;;;;;;;;No;;1,5;1;0;UG;PERSONALES AGRICOLAS;Banca Comercial;FIX;EUR;051;323;114131;A;04.02.05.04.00 Prestamos personales;33552200000;01030202;;02;;;;;;170;;;F;;N;N;A.2.2;Original;EUR;Activo general;;Sensible;01030202;;F07;Adultos 3;61;ADULTOS_B;AMORTIZED_COST;;;FIJO;NO;NO;;;;
1295155_210344710510101017;;30/01/2025;3M;30/01/2025;3M;;;30/10/2024;30/01/2025;Yes;Long;1000;1000;30/01/2020;Actual/Actual ISDA;;;;;No Adjustment;EURIBOR_SWAP;;;No;;EUR;Amortized cost;1000;;;;;;;;;;;;;No;;1,5;1;0;UG;PERSONALES AGRICOLAS;Banca Comercial;FIX;EUR;051;323;114131;A;04.02.05.04.00 Prestamos personales;33552000009;01030202;;02;;;;;;170;;;F;;N;N;A.2.2;Original;EUR;Activo general;;Sensible;01030202;;F09;Seniors 2;65;SENIOR;AMORTIZED_COST;;;FIJO;NO;NO;;;;
1295678_210322420510012197;;28/01/2025;3M;28/04/2025;12M;;;28/04/2024;28/04/2025;Yes;Long;8000;8000;28/04/2020;Actual/Actual ISDA;;;;;No Adjustment;EURIBOR_SWAP;;;No;;EUR;Amortized cost;8000;;;;;;;;;;;;;No;;1,5;1;0;UG;PERSONALES AGRICOLAS;Banca Privada;FIX;EUR;051;323;114131;A;04.02.05.04.00 Prestamos personales;33552000009;01030202;;02;;;;;;170;;;F;;N;N;A.2.2;Original;EUR;Activo general;;Sensible;01030202;;F04;Adultos 1B;62;ADULTOS_B;AMORTIZED_COST;;;FIJO;NO;NO;;;;
1295685_210303510500062562;;06/12/2024;1M;06/12/2024;1M;;;06/11/2024;06/11/2025;Yes;Long;5109,76;5109,76;06/11/2024;30E/360;;;;;No Adjustment;EURIBOR_SWAP;;;No;;EUR;Amortized cost;5109,76;;;;;;;;;;;;;No;;0;0;0;UG;PERSONALES AGRICOLAS;Banca Comercial;FIX;EUR;050;031;114101;A;04.02.05.04.00 Prestamos personales;33552000009;01030202;;02;;;;;;170;;;F;;N;N;A.2.2;Original;EUR;Activo general;;Sensible;01030202;;F07;Adultos 3;34;ADULTOS_A;AMORTIZED_COST;;;FIJO;NO;NO;;;;
1296206_210383550500868086;;30/11/2024;1M;30/11/2024;1M;;;30/10/2024;28/02/2025;Yes;Long;1295,48;1295,48;18/02/2022;30E/360;;;;;No Adjustment;EURIBOR_SWAP;;;No;;EUR;Amortized cost;1295,48;;;;;;;;;;;;;No;;0;0;0;UG;PERSONALES FINANCIACION ECONOMIA DOMESTICA;Banca Comercial;FIX;EUR;050;100;111070;A;04.02.05.04.00 Prestamos personales;33552000009;02030000;;05;;;;;;170;;;F;;N;N;A.2.2;Original;EUR;Activo general;;Sensible;02030000;;F07;Adultos 3;53;ADULTOS_B;AMORTIZED_COST;;;FIJO;NO;NO;;;;
1296566_210323700510000569;;03/02/2025;6M;03/02/2025;6M;;;03/08/2024;03/02/2025;Yes;Long;2000;2000;03/02/2020;Actual/Actual ISDA;;;;;No Adjustment;EURIBOR_SWAP;;;No;;EUR;Amortized cost;2000;;;;;;;;;;;;;No;;1,5;1;0;UG;PERSONALES AGRICOLAS;Banca Comercial;FIX;EUR;051;323;114131;A;04.02.05.04.00 Prestamos personales;33552000009;01030202;;02;;;;;;170;;;F;;N;N;A.2.2;Original;EUR;Activo general;;Sensible;01030202;;F06;Adultos 2B;52;ADULTOS_B;AMORTIZED_COST;;;FIJO;NO;NO;;;;
1298540_210342270510001532;;04/02/2025;6M;04/02/2025;6M;;;04/08/2024;04/02/2025;Yes;Long;1100;1100;04/02/2020;Actual/Actual ISDA;;;;;No Adjustment;EURIBOR_SWAP;;;No;;EUR;Amortized cost;1100;;;;;;;;;;;;;No;;1,5;1;0;UG;PERSONALES AGRICOLAS;Banca Comercial;FIX;EUR;051;323;114131;A;04.02.05.04.00 Prestamos personales;33552200000;01030202;;02;;;;;;170;;;F;;N;N;A.2.2;Original;EUR;Activo general;;Sensible;01030202;;F09;Seniors 2;67;SENIOR;AMORTIZED_COST;;;FIJO;NO;NO;;;;
1298667_210383550500896297;;30/11/2024;1M;30/11/2024;1M;;;30/10/2024;30/06/2025;Yes;Long;666,66;666,66;26/06/2024;30E/360;;;;;No Adjustment;EURIBOR_SWAP;;;No;;EUR;Amortized cost;666,66;;;;;;;;;;;;;No;;0;0;0;UG;PERSONALES FINANCIACION ECONOMIA DOMESTICA;Banca Comercial;FIX;EUR;050;100;111070;A;04.02.05.04.00 Prestamos personales;33552000009;02030000;;05;;;;;;170;170;;F;;N;N;A.2.2;Original;EUR;Activo general;;Sensible;02030000;;F06;Adultos 2B;54;ADULTOS_B;AMORTIZED_COST;;;FIJO;NO;NO;;;;
1302817_210383550500868200;;22/12/2024;1M;22/12/2024;1M;;;22/11/2024;22/02/2026;Yes;Long;2072,13;2072,13;22/02/2022;30E/360;;;;;No Adjustment;EURIBOR_SWAP;;;No;;EUR;Amortized cost;2072,13;;;;;;;;;;;;;No;;0;0;0;UG;PERSONALES FINANCIACION ECONOMIA DOMESTICA;Banca Comercial;FIX;EUR;050;100;111070;A;04.02.05.04.00 Prestamos personales;33552000009;02030000;;05;;;;;;170;170;;F;;N;N;A.2.2;Original;EUR;Activo general;;Sensible;02030000;;F06;Adultos 2B;47;ADULTOS_B;AMORTIZED_COST;;;FIJO;NO;NO;;;;
1303321_210346500510000398;;14/02/2025;6M;14/02/2025;6M;;;14/08/2024;14/02/2025;Yes;Long;4000;4000;14/02/2020;Actual/Actual ISDA;;;;;No Adjustment;EURIBOR_SWAP;;;No;;EUR;Amortized cost;4000;;;;;;;;;;;;;No;;1,5;1;0;UG;PERSONALES AGRICOLAS;Banca Comercial;FIX;EUR;051;323;114131;A;04.02.05.04.00 Prestamos personales;33552000009;01030202;;02;;;;;;170;;;F;;N;N;A.2.2;Original;EUR;Activo general;;Sensible;01030202;;F04;Adultos 1B;54;ADULTOS_B;AMORTIZED_COST;;;FIJO;NO;NO;;;;
130964_210332300530000155;;13/12/2024;12M;13/12/2025;12M;;;13/12/2024;13/12/2029;Yes;Long;25000000;25000000;13/12/2022;Actual/Actual ISDA;;;;;No Adjustment;EURIBOR_SWAP;;;No;;EUR;Amortized cost;25000000;;;;;;;;;;;;;No;;2,708;0;0;UG;OTROS PRESTAMOS SECTOR PUBLICO;Banca Empresas;FIX;EUR;053;101;111100;A;04.01.02.00.00 Administraciones Autonomicas;33651100000;03000000;;00;GRANDE;;;;;090;;;J;;N;N;A.2.2;Original;EUR;Prestamo fijo mayorista;;Sensible;;04;J06;Organismos P�blicos;;SECTOR_PUBLICO;AMORTIZED_COST;;;FIJO;NO;NO;;1.8.2.2.1 Inversi�n crediticia;;
1310434_210303500500038735;;13/02/2025;6M;13/02/2025;12M;;;13/02/2024;13/02/2037;Yes;Long;65000;65000;13/02/2007;Actual/Actual ISDA;;;;;No Adjustment;EURIBOR_SWAP;;;No;;EUR;Amortized cost;65000;;;;;;;;;;;;;No;;2,45;0;0;UG;HIPOTECARIOS COMPRADOR DIRECTO;Banca Comercial;FIX;EUR;050;460;112003;A;04.02.02.01.00 Con garantia hipotecaria;33152000003;02010300;;04;;;;;;160;160;;F;;N;N;A.2.2;Original;EUR;Activo general;;Sensible;02010100;;F06;Adultos 2B;62;ADULTOS_B;AMORTIZED_COST;;;FIJO;NO;NO;;;;
