File type;Contracts
Charset;ISO-8859-1
Decimal separator;Comma
Boolean format;Yes;No
Day pattern;dd/MM/yyyy
Timestamp pattern;dd/MM/yyyy HH:mm
Additional contract info;Not included
Contract type;Fixed annuity
Reference day;30/11/2024
Identifier;Description;Payment anchor date;Payment period;Current payment;Principal payments rate;Residual principal;Principal grace period end date;Maturity date;Prepayment allowed;Position;Initial principal;Outstanding principal;Start date;Day count convention;Accrued interest;Purchase date;Purchase relative price;Purchase relative price type;Business day convention;Discount curve;Credit spread curve;Group identifier;Planned position;Planned date;Currency;Book value definition;Custom amortized cost;Fair value accounting;Market value;Market value type;Excess operational deposits;Haircut;Retained;Minimum encumbrance;Counterparty;Counterparty LEI;Counterparty national code;Counterparty residence;Client start date;Discarded;Discarding cause;Indexed rate;Comision cancelacion RI3;Interest spread;Fuente de datos;Producto;Segmento negocio;Tipo tasa;Moneda original;Código de producto;Código de sub-producto;Producto comercial;Apartado;Epigrafe M1;Cuenta contable;Código DRC;Clave ISIN cobertura;Código clasificación activo;Descripción tamaño empresa;Consolidado reservado;Consolidado público;F8 Primario;F8 Secundario;F18 Primario;F18 Secundario 1;F18 Secundario 2;Persona física/jurídica;Segmento negocio cartera;Marca transaccional;Marca empleado;Epigrafe RI2;Transferencia cuentas vista;Moneda de tratamiento;Categoria RI3;Mes de reprecio;Sensible;Código DRC contable;Código tamaño empresa;Cód. segmento estratégico;Des. segmento estratégico;Edad;Segmento estratégico;Coste amort./Valor razon.;Cod. ranking insolvencia;Des. ranking insolvencia;Clasificacion F V_J;Opcion Comprada;Opcion Vendida;Operacional;FINREP;Macrosegmento;Des. macrosegmento
101332_210303230500052630;;18/12/2024;1M;;;;18/11/2024;18/01/2026;Yes;Long;13065,57;13065,57;18/07/2023;Actual/Actual ISDA;;;;;No Adjustment;EURIBOR_SWAP;;;No;;EUR;Amortized cost;13065,57;;;;;;;;;;;;;No;;5,5;3;0;UG;PERSONALES FINANCIACION EMPRESAS;Banca Comercial;FIX;EUR;050;209;113105;A;04.02.05.04.00 Prestamos personales;33552200000;01030202;;02;PYME - MICROEMPRESA;;;;;120;130;;J;;N;N;A.2.2;Original;EUR;Activo general;;Sensible;01030202;01;J04;Microempresas;;MICROEMPRESAS;AMORTIZED_COST;;;FIJO;NO;NO;;1.8.2.5.1.1 Inversión crediticia;;
1013331_210372950500034393;;15/12/2024;1M;;;;15/11/2024;15/03/2035;Yes;Long;93907,3;93907,3;24/05/2019;30E/360;;;;;No Adjustment;EURIBOR_SWAP;;;No;;EUR;Amortized cost;93907,3;;;;;;;;;;;;;No;;2,1;0;0;UG;HIPOTECARIOS COMPRADOR DIRECTO;Banca Comercial;FIX;EUR;050;484;112030;A;04.02.02.01.00 Con garantia hipotecaria;33152000003;02010300;;04;;;;;;160;160;;F;;N;N;A.2.2;Original;EUR;Activo general;;Sensible;02010100;;F04;Adultos 1B;61;ADULTOS_B;AMORTIZED_COST;;;FIJO;NO;NO;;;;
1013339_210378030500034833;;20/12/2024;1M;;;;20/11/2024;20/09/2025;Yes;Long;2511,43;2511,43;20/09/2017;Actual/Actual ISDA;;;;;No Adjustment;EURIBOR_SWAP;;;No;;EUR;Amortized cost;2511,43;;;;;;;;;;;;;No;;4,95;0;0;UG;PERSONALES FINANCIACION ECONOMIA DOMESTICA;Banca Comercial;FIX;EUR;050;147;111047;A;04.02.05.04.00 Prestamos personales;33552000009;02030000;;05;;;;;;170;170;;F;;N;N;A.2.2;Original;EUR;Activo general;;Sensible;02030000;;F05;Adultos 2A;32;ADULTOS_A;AMORTIZED_COST;;;FIJO;NO;NO;;;;
1013353_210376440500014867;;19/12/2024;1M;;;;19/11/2024;19/03/2026;Yes;Long;2051,04;2051,04;19/03/2024;30E/360;;;;;No Adjustment;EURIBOR_SWAP;;;No;;EUR;Amortized cost;2051,04;;;;;;;;;;;;;No;;7,75;0;0;UG;PERSONALES FINANCIACION ECONOMIA DOMESTICA;Banca Comercial;FIX;EUR;050;913;111018;A;04.02.05.04.00 Prestamos personales;33552000009;02030000;;05;;;;;;170;170;;F;;N;N;A.2.2;Original;EUR;Activo general;;Sensible;02030000;;F07;Adultos 3;44;ADULTOS_A;AMORTIZED_COST;;;FIJO;NO;NO;;;;
1013386_210330670500019967;;05/12/2024;1M;;;;05/11/2024;05/04/2027;Yes;Long;3667,4;3667,4;05/04/2019;30E/360;;;;;No Adjustment;EURIBOR_SWAP;;;No;;EUR;Amortized cost;3667,4;;;;;;;;;;;;;No;;7,449999999999999;3;0;UG;PERSONALES FINANCIACION ECONOMIA DOMESTICA;Banca Comercial;FIX;EUR;050;021;111006;A;04.02.05.04.00 Prestamos personales;33552000009;02030000;;05;;;;;;170;;;F;;N;N;A.2.2;Original;EUR;Activo general;;Sensible;02030000;;F07;Adultos 3;48;ADULTOS_B;AMORTIZED_COST;;;FIJO;NO;NO;;;;
1013421_210343600500123613;;01/12/2024;1M;;;;01/11/2024;01/08/2031;Yes;Long;17734,19;17734,19;01/08/2023;30E/360;;;;;No Adjustment;EURIBOR_SWAP;;;No;;EUR;Amortized cost;17734,19;;;;;;;;;;;;;No;;8,95;0;0;UG;PERSONALES FINANCIACION ECONOMIA DOMESTICA;Banca Comercial;FIX;EUR;050;027;111062;A;04.02.05.04.00 Prestamos personales;33552000009;02030000;;05;;;;;;170;;;F;;N;N;A.2.2;Original;EUR;Activo general;;Sensible;02030000;;F07;Adultos 3;28;ADULTOS_A;AMORTIZED_COST;;;FIJO;NO;NO;;;;
1013433_210302640500021292;;06/12/2024;1M;;;;06/11/2024;06/05/2051;Yes;Long;150496,58;150496,58;06/05/2021;Actual/Actual ISDA;;;;;No Adjustment;EURIBOR_SWAP;;;No;;EUR;Amortized cost;150496,58;;;;;;;;;;;;;No;;1,3;3;0;UG;HIPOTECARIOS SUBROGACIONES;Banca Comercial;FIX;EUR;050;484;112030;A;04.02.02.01.00 Con garantia hipotecaria;33152000003;02010300;;04;;;;;;160;160;;F;;N;N;A.2.2;Original;EUR;Activo general;;Sensible;02010100;;F05;Adultos 2A;34;ADULTOS_A;AMORTIZED_COST;;;FIJO;NO;NO;;;;
1013453_210371570500061662;;05/12/2024;1M;;;;05/11/2024;05/11/2028;Yes;Long;28809,29;28809,29;05/11/2018;Actual/360;;;;;No Adjustment;EURIBOR_SWAP;;;No;;EUR;Amortized cost;28809,29;;;;;;;;;;;;;No;;3,25;1;0;UG;HIPOTECARIOS COMPRADOR DIRECTO;Banca Comercial;FIX;EUR;050;412;112024;A;04.02.02.01.00 Con garantia hipotecaria;33152040000;01030202;;02;PYME - MICROEMPRESA;;;;;120;130;140;J;;N;N;A.2.2;Original;EUR;Activo general;;Sensible;01030201;01;J04;Microempresas;;MICROEMPRESAS;AMORTIZED_COST;;;FIJO;NO;NO;;1.8.2.5.1.1 Inversión crediticia;;
1013457_210350010500090160;;09/12/2024;1M;;;;09/11/2024;09/05/2025;Yes;Long;476,69;476,69;09/05/2017;30E/360;;;;;No Adjustment;EURIBOR_SWAP;;;No;;EUR;Amortized cost;476,69;;;;;;;;;;;;;No;;6,75;3;0;UG;PERSONALES FINANCIACION ECONOMIA DOMESTICA;Banca Comercial;FIX;EUR;050;021;111006;A;04.02.05.04.00 Prestamos personales;33552000009;02030000;;05;;;;;;170;170;;F;;N;N;A.2.2;Original;EUR;Activo general;;Sensible;02030000;;F07;Adultos 3;31;ADULTOS_A;AMORTIZED_COST;;;FIJO;NO;NO;;;;
1013529_210322220500013477;;01/12/2024;1M;;;;01/11/2024;01/03/2031;Yes;Long;25213,94;25213,94;01/03/2023;30E/360;;;;;No Adjustment;EURIBOR_SWAP;;;No;;EUR;Amortized cost;25213,94;;;;;;;;;;;;;No;;7,95;0;0;UG;PERSONALES FINANCIACION ECONOMIA DOMESTICA;Banca Comercial;FIX;EUR;050;021;111006;A;04.02.05.04.00 Prestamos personales;33552000009;02030000;;05;;;;;;170;;;F;;N;N;A.2.2;Original;EUR;Activo general;;Sensible;02030000;;F05;Adultos 2A;41;ADULTOS_A;AMORTIZED_COST;;;FIJO;NO;NO;;;;
1013547_210303440500041096;;25/12/2024;1M;;;;25/11/2024;25/07/2031;Yes;Long;12190,83;12190,83;25/07/2023;30E/360;;;;;No Adjustment;EURIBOR_SWAP;;;No;;EUR;Amortized cost;12190,83;;;;;;;;;;;;;No;;7,249999999999999;0;0;UG;PERSONALES FINANCIACION ECONOMIA DOMESTICA;Banca Comercial;FIX;EUR;050;913;111018;A;04.02.05.04.00 Prestamos personales;33552000009;02030000;;05;;;;;;170;170;;F;;N;N;A.2.2;Original;EUR;Activo general;;Sensible;02030000;;F07;Adultos 3;52;ADULTOS_B;AMORTIZED_COST;;;FIJO;NO;NO;;;;
1013564_210301840500022617;;24/12/2024;1M;;;;24/11/2024;24/06/2027;Yes;Long;5456,1;5456,1;24/06/2019;30E/360;;;;;No Adjustment;EURIBOR_SWAP;;;No;;EUR;Amortized cost;5456,1;;;;;;;;;;;;;No;;7,449999999999999;3;0;UG;PERSONALES FINANCIACION ECONOMIA DOMESTICA;Banca Comercial;FIX;EUR;050;021;111006;A;04.02.05.04.00 Prestamos personales;33552000009;02030000;;05;;;;;;170;170;;F;;N;N;A.2.2;Original;EUR;Activo general;;Sensible;02030000;;F02;Jóvenes;27;JOVENES;AMORTIZED_COST;;;FIJO;NO;NO;;;;
101356_210340520500087362;;21/12/2024;1M;;;;21/11/2024;21/04/2050;Yes;Long;115239,29;115239,29;21/04/2020;Actual/Actual ISDA;;;;;No Adjustment;EURIBOR_SWAP;;;No;;EUR;Amortized cost;115239,29;;;;;;;;;;;;;No;;1,6;3;0;UG;HIPOTECARIOS COMPRADOR DIRECTO;Banca Comercial;FIX;EUR;050;498;112034;A;04.02.02.01.00 Con garantia hipotecaria;33152000003;02010300;;04;;;;;;160;160;;F;;N;N;A.2.2;Original;EUR;Activo general;;Sensible;02010100;;F05;Adultos 2A;37;ADULTOS_A;AMORTIZED_COST;;;FIJO;NO;NO;;;;
101361_210370590500049258;;29/12/2024;1M;;;;29/11/2024;29/05/2029;Yes;Long;31542,7;31542,7;29/05/2017;Actual/360;;;;;No Adjustment;EURIBOR_SWAP;;;No;;EUR;Amortized cost;31542,7;;;;;;;;;;;;;No;;2,4;0;0;UG;HIPOTECARIOS COMPRADOR DIRECTO;Banca Comercial;FIX;EUR;050;422;112002;A;04.04.02.01.00 DEUDORES CON GARANTIA HIPOTECARIA;33153000009;02010300;;04;;;;;;170;;;F;;N;N;A.2.2;Original;EUR;Activo general;;Sensible;02010300;;F04;Adultos 1B;48;ADULTOS_B;AMORTIZED_COST;;;FIJO;NO;NO;;;;
1013631_210370620500073868;;25/12/2024;1M;;;;25/11/2024;25/01/2030;Yes;Long;11773,88;11773,88;16/01/2023;Actual/Actual ISDA;;;;;No Adjustment;EURIBOR_SWAP;;;No;;EUR;Amortized cost;11773,88;;;;;;;;;;;;;No;;7,249999999999999;0;0;UG;PERSONALES FINANCIACION ECONOMIA DOMESTICA;Banca Comercial;FIX;EUR;050;075;111009;A;04.02.05.04.00 Prestamos personales;33552000009;02030000;;05;;;;;;170;170;;F;;N;N;A.2.2;Original;EUR;Activo general;;Sensible;02030000;;F09;Seniors 2;69;SENIOR;AMORTIZED_COST;;;FIJO;NO;NO;;;;
1013632_210303710510002249;;27/12/2024;1M;;;;27/11/2024;27/04/2025;Yes;Long;1080,35;1080,35;27/04/2020;Actual/Actual ISDA;;;;;No Adjustment;EURIBOR_SWAP;;;No;;EUR;Amortized cost;1080,35;;;;;;;;;;;;;No;;2,0500000000000003;1;0;UG;PERSONALES FINANCIACION EMPRESAS;Banca Comercial;FIX;EUR;051;341;113144;A;04.02.05.04.00 Prestamos personales;33552000009;01030202;;02;;;;;;170;;;F;;N;N;A.2.2;Original;EUR;Activo general;;Sensible;01030202;;F03;Adultos 1A;39;ADULTOS_A;AMORTIZED_COST;;;FIJO;NO;NO;;;;
1013634_210308020500039914;;04/12/2024;1M;;;;04/11/2024;04/07/2031;Yes;Long;6399,5;6399,5;04/07/2023;30E/360;;;;;No Adjustment;EURIBOR_SWAP;;;No;;EUR;Amortized cost;6399,5;;;;;;;;;;;;;No;;8,5;0;0;UG;PERSONALES FINANCIACION ECONOMIA DOMESTICA;Banca Comercial;FIX;EUR;050;021;111006;A;04.02.05.04.00 Prestamos personales;33552200000;02030000;;05;;;;;;170;;;F;;N;N;A.2.2;Original;EUR;Activo general;;Sensible;02030000;;F07;Adultos 3;33;ADULTOS_A;AMORTIZED_COST;;;FIJO;NO;NO;;;;
1013636_210301480500084403;;04/12/2024;1M;;;;04/11/2024;04/10/2031;Yes;Long;10793,29;10793,29;04/10/2023;Actual/Actual ISDA;;;;;No Adjustment;EURIBOR_SWAP;;;No;;EUR;Amortized cost;10793,29;;;;;;;;;;;;;No;;7,95;0;0;UG;PERSONALES FINANCIACION ECONOMIA DOMESTICA;Banca Comercial;FIX;EUR;050;075;111009;A;04.02.05.04.00 Prestamos personales;33552000009;02030000;;05;;;;;;170;;;F;;N;N;A.2.2;Original;EUR;Activo general;;Sensible;02030000;;F06;Adultos 2B;61;ADULTOS_B;AMORTIZED_COST;;;FIJO;NO;NO;;;;
1013651_210343650510102211;;06/02/2025;6M;;;;06/08/2024;06/02/2025;Yes;Long;5131,34;5131,34;06/02/2020;Actual/Actual ISDA;;;;;No Adjustment;EURIBOR_SWAP;;;No;;EUR;Amortized cost;5131,34;;;;;;;;;;;;;No;;1,5;1;0;UG;PERSONALES AGRICOLAS;Banca Comercial;FIX;EUR;051;323;114131;A;04.02.05.04.00 Prestamos personales;33552200000;01030202;;02;PYME - MICROEMPRESA;;;;;120;130;;J;;N;N;A.2.2;Original;EUR;Activo general;;Sensible;01030202;01;J04;Microempresas;;MICROEMPRESAS;AMORTIZED_COST;;;FIJO;NO;NO;;1.8.2.5.1.1 Inversión crediticia;;
1013671_210370610500084063;;10/12/2024;1M;;;;10/11/2024;10/06/2026;Yes;Long;4241,7;4241,7;25/05/2021;30E/360;;;;;No Adjustment;EURIBOR_SWAP;;;No;;EUR;Amortized cost;4241,7;;;;;;;;;;;;;No;;6,7;0;0;UG;PERSONALES FINANCIACION ECONOMIA DOMESTICA;Banca Comercial;FIX;EUR;050;147;111047;A;04.02.05.04.00 Prestamos personales;33552000009;02030000;;05;;;;;;170;;;F;;N;N;A.2.2;Original;EUR;Activo general;;Sensible;02030000;;F07;Adultos 3;33;ADULTOS_A;AMORTIZED_COST;;;FIJO;NO;NO;;;;
1013687_210344110500121605;;05/12/2024;1M;;;;05/11/2024;05/11/2027;Yes;Long;1000;1000;05/11/2024;Actual/Actual ISDA;;;;;No Adjustment;EURIBOR_SWAP;;;No;;EUR;Amortized cost;1000;;;;;;;;;;;;;No;;8,95;0;0;UG;PERSONALES FINANCIACION ECONOMIA DOMESTICA;Banca Comercial;FIX;EUR;050;029;111063;A;04.02.05.04.00 Prestamos personales;33552000009;02030000;;05;;;;;;170;;;F;;N;N;A.2.2;Original;EUR;Activo general;;Sensible;02030000;;F07;Adultos 3;32;ADULTOS_A;AMORTIZED_COST;;;FIJO;NO;NO;;;;
1013702_210322600500229112;;13/12/2024;1M;;;;13/11/2024;13/04/2026;Yes;Long;1035,23;1035,23;13/04/2022;30E/360;;;;;No Adjustment;EURIBOR_SWAP;;;No;;EUR;Amortized cost;1035,23;;;;;;;;;;;;;No;;7,75;0;0;UG;PERSONALES FINANCIACION ECONOMIA DOMESTICA;Banca Comercial;FIX;EUR;050;917;111044;A;04.02.05.04.00 Prestamos personales;33552000009;02030000;;05;;;;;;170;;;F;;N;N;A.2.2;Original;EUR;Activo general;;Sensible;02030000;;F04;Adultos 1B;54;ADULTOS_B;AMORTIZED_COST;;;FIJO;NO;NO;;;;
1013726_210340520500091179;;24/12/2024;1M;;;;24/11/2024;24/05/2030;Yes;Long;5607,87;5607,87;24/05/2022;Actual/Actual ISDA;;;;;No Adjustment;EURIBOR_SWAP;;;No;;EUR;Amortized cost;5607,87;;;;;;;;;;;;;No;;7,199999999999999;0;0;UG;PERSONALES FINANCIACION ECONOMIA DOMESTICA;Banca Comercial;FIX;EUR;050;075;111009;A;04.02.05.04.00 Prestamos personales;33552000009;02030000;;05;;;;;;170;170;;F;;N;N;A.2.2;Original;EUR;Activo general;;Sensible;02030000;;F06;Adultos 2B;52;ADULTOS_B;AMORTIZED_COST;;;FIJO;NO;NO;;;;
1013734_210370910500018273;;28/12/2024;1M;;;;28/11/2024;28/10/2027;Yes;Long;12053,02;12053,02;28/07/2021;30E/360;;;;;No Adjustment;EURIBOR_SWAP;;;No;;EUR;Amortized cost;12053,02;;;;;;;;;;;;;No;;5,949999999999999;0;0;UG;PERSONALES FINANCIACION ECONOMIA DOMESTICA;Banca Comercial;FIX;EUR;050;021;111006;A;04.02.05.04.00 Prestamos personales;33552000009;02030000;;05;;;;;;170;;;F;;N;N;A.2.2;Original;EUR;Activo general;;Sensible;02030000;;F03;Adultos 1A;40;ADULTOS_A;AMORTIZED_COST;;;FIJO;NO;NO;;;;
1013740_210301570500017074;;09/12/2024;1M;;;;09/11/2024;09/02/2028;Yes;Long;6853,25;6853,25;09/08/2023;Actual/Actual ISDA;;;;;No Adjustment;EURIBOR_SWAP;;;No;;EUR;Amortized cost;6853,25;;;;;;;;;;;;;No;;8,95;0;0;UG;PERSONALES FINANCIACION ECONOMIA DOMESTICA;Banca Comercial;FIX;EUR;050;029;111063;A;04.02.05.04.00 Prestamos personales;33552000009;02030000;;05;;;;;;170;;;F;;N;N;A.2.2;Original;EUR;Activo general;;Sensible;02030000;;F05;Adultos 2A;30;ADULTOS_A;AMORTIZED_COST;;;FIJO;NO;NO;;;;
1013744_210371300500124552;;01/12/2024;1M;;;;01/11/2024;01/03/2052;Yes;Long;113083,39;113083,39;01/03/2022;30E/360;;;;;No Adjustment;EURIBOR_SWAP;;;No;;EUR;Amortized cost;113083,39;;;;;;;;;;;;;No;;1,4000000000000001;0;0;UG;HIPOTECARIOS COMPRADOR DIRECTO;Banca Comercial;FIX;EUR;050;484;112030;A;04.02.02.01.00 Con garantia hipotecaria;33152000003;02010300;;04;;;;;;160;160;;F;;N;N;A.2.2;Original;EUR;Activo general;;Sensible;02010100;;F05;Adultos 2A;42;ADULTOS_A;AMORTIZED_COST;;;FIJO;NO;NO;;;;
101380_210303520500031157;;28/12/2024;1M;;;;28/11/2024;28/11/2031;Yes;Long;24238,36;24238,36;28/11/2011;Actual/360;;;;;No Adjustment;EURIBOR_SWAP;;;No;;EUR;Amortized cost;24238,36;;;;;;;;;;;;;No;;3,25;0;0;UG;HIPOTECARIOS FINANCIACION EMPRESAS;Banca Comercial;FIX;EUR;050;210;113200;A;04.02.02.01.00 Con garantia hipotecaria;33152040000;02010300;;04;;;;;;160;160;;F;;N;N;A.2.2;Original;EUR;Activo general;;Sensible;02010100;;F07;Adultos 3;50;ADULTOS_B;AMORTIZED_COST;;;FIJO;NO;NO;;;;
1013815_210326500500120655;;30/11/2024;1M;;;;30/10/2024;30/05/2051;Yes;Long;37464,07;37464,07;30/05/2022;Actual/Actual ISDA;;;;;No Adjustment;EURIBOR_SWAP;;;No;;EUR;Amortized cost;37464,07;;;;;;;;;;;;;No;;1,95;3;0;UG;HIPOTECARIOS COMPRADOR DIRECTO;Banca Comercial;FIX;EUR;050;484;112030;A;04.02.02.01.00 Con garantia hipotecaria;33152000003;02010300;;04;;;;;;160;160;;F;;N;N;A.2.2;Original;EUR;Activo general;;Sensible;02010100;;F05;Adultos 2A;43;ADULTOS_A;AMORTIZED_COST;;;FIJO;NO;NO;;;;
1013837_210378430500397337;;13/12/2024;1M;;;;13/11/2024;13/02/2035;Yes;Long;230940,31;230940,31;13/02/2020;30E/360;;;;;No Adjustment;EURIBOR_SWAP;;;No;;EUR;Amortized cost;230940,31;;;;;;;;;;;;;No;;1,0999999999999999;0;0;UG;HIPOTECARIOS COMPRADOR DIRECTO;Banca Comercial;FIX;EUR;050;484;112030;A;04.02.02.01.00 Con garantia hipotecaria;33152000003;02010300;;04;;;;;;160;160;;F;;N;N;A.2.2;Original;EUR;Activo general;;Sensible;02010100;;F03;Adultos 1A;33;ADULTOS_A;AMORTIZED_COST;;;FIJO;NO;NO;;;;
101383_210370020500240529;;21/12/2024;1M;;;;21/11/2024;21/12/2024;Yes;Long;333,37;333,37;21/12/2023;Actual/Actual ISDA;;;;;No Adjustment;EURIBOR_SWAP;;;No;;EUR;Amortized cost;333,37;;;;;;;;;;;;;No;;0;0;0;UG;PERSONALES FINANCIACION ECONOMIA DOMESTICA;Banca Comercial;FIX;EUR;050;089;111024;A;04.02.05.04.00 Prestamos personales;33552000009;02030000;;05;;;;;;170;;;F;;N;N;A.2.2;Original;EUR;Activo general;;Sensible;02030000;;F09;Seniors 2;74;SENIOR;AMORTIZED_COST;;;FIJO;NO;NO;;;;
1013844_210301660500208312;;21/12/2024;1M;;;;21/11/2024;21/11/2026;Yes;Long;2400;2400;21/11/2024;Actual/Actual ISDA;;;;;No Adjustment;EURIBOR_SWAP;;;No;;EUR;Amortized cost;2400;;;;;;;;;;;;;No;;6,49;0;0;UG;PERSONALES FINANCIACION ECONOMIA DOMESTICA;Banca Comercial;FIX;EUR;050;029;111063;A;04.02.05.04.00 Prestamos personales;33552000009;02030000;;05;;;;;;170;;;F;;N;N;A.2.2;Original;EUR;Activo general;;Sensible;02030000;;F06;Adultos 2B;51;ADULTOS_B;AMORTIZED_COST;;;FIJO;NO;NO;;;;
1013852_210301150500027572;;27/12/2024;1M;;;;27/11/2024;27/01/2027;Yes;Long;5751,47;5751,47;27/01/2023;30E/360;;;;;No Adjustment;EURIBOR_SWAP;;;No;;EUR;Amortized cost;5751,47;;;;;;;;;;;;;No;;6,800000000000001;0;0;UG;PERSONALES FINANCIACION ECONOMIA DOMESTICA;Banca Comercial;FIX;EUR;050;919;111020;A;04.02.05.04.00 Prestamos personales;33552000009;02030000;;05;;;;;;170;;;F;;N;N;A.2.2;Original;EUR;Activo general;;Sensible;02030000;;F02;Jóvenes;26;JOVENES;AMORTIZED_COST;;;FIJO;NO;NO;;;;
1013854_210372080500071419;;02/12/2024;1M;;;;02/11/2024;02/03/2025;Yes;Long;686,8;686,8;02/03/2024;Actual/Actual ISDA;;;;;No Adjustment;EURIBOR_SWAP;;;No;;EUR;Amortized cost;686,8;;;;;;;;;;;;;No;;8,95;0;0;UG;PERSONALES FINANCIACION ECONOMIA DOMESTICA;Banca Comercial;FIX;EUR;050;029;111063;A;04.02.05.04.00 Prestamos personales;33552000009;02030000;;05;;;;;;170;;;F;;N;N;A.2.2;Original;EUR;Activo general;;Sensible;02030000;;F05;Adultos 2A;40;ADULTOS_A;AMORTIZED_COST;;;FIJO;NO;NO;;;;
101389_210348320500110958;;25/12/2024;1M;;;;25/11/2024;25/08/2052;Yes;Long;141052,1;141052,1;25/08/2022;Actual/Actual ISDA;;;;;No Adjustment;EURIBOR_SWAP;;;No;;EUR;Amortized cost;141052,1;;;;;;;;;;;;;No;;1,6;3;0;UG;HIPOTECARIOS COMPRADOR DIRECTO;Banca Comercial;FIX;EUR;050;438;112058;A;04.02.02.01.00 Con garantia hipotecaria;33152000003;02010300;;04;;;;;;160;160;;F;;N;N;A.2.2;Original;EUR;Activo general;;Sensible;02010100;;F06;Adultos 2B;46;ADULTOS_B;AMORTIZED_COST;;;FIJO;NO;NO;;;;
1013914_210370020500241840;;16/12/2024;1M;;;;16/11/2024;16/05/2032;Yes;Long;5746,94;5746,94;16/05/2024;30E/360;;;;;No Adjustment;EURIBOR_SWAP;;;No;;EUR;Amortized cost;5746,94;;;;;;;;;;;;;No;;9,85;0;0;UG;PERSONALES FINANCIACION ECONOMIA DOMESTICA;Banca Comercial;FIX;EUR;050;011;111065;A;04.02.05.04.00 Prestamos personales;33552000009;02030000;;05;;;;;;170;170;;F;;N;N;A.2.2;Original;EUR;Activo general;;Sensible;02030000;;F07;Adultos 3;60;ADULTOS_B;AMORTIZED_COST;;;FIJO;NO;NO;;;;
1013917_210371760500051705;;06/12/2024;1M;;;;06/11/2024;06/12/2027;Yes;Long;6744,78;6744,78;15/11/2019;30E/360;;;;;No Adjustment;EURIBOR_SWAP;;;No;;EUR;Amortized cost;6744,78;;;;;;;;;;;;;No;;6,7;0;0;UG;PERSONALES FINANCIACION ECONOMIA DOMESTICA;Banca Comercial;FIX;EUR;050;147;111047;A;04.02.05.04.00 Prestamos personales;33552000009;02030000;;05;;;;;;170;;;F;;N;N;A.2.2;Original;EUR;Activo general;;Sensible;02030000;;F05;Adultos 2A;29;ADULTOS_A;AMORTIZED_COST;;;FIJO;NO;NO;;;;
101396_210377170500004727;;29/12/2024;1M;;;;29/11/2024;29/10/2049;Yes;Long;110465,79;110465,79;29/10/2019;30E/360;;;;;No Adjustment;EURIBOR_SWAP;;;No;;EUR;Amortized cost;110465,79;;;;;;;;;;;;;No;;2,6;0;0;UG;HIPOTECARIOS COMPRADOR DIRECTO;Banca Comercial;FIX;EUR;050;484;112030;A;04.02.02.01.00 Con garantia hipotecaria;33152000003;02010300;;04;;;;;;160;160;;F;;N;N;A.2.2;Original;EUR;Activo general;;Sensible;02010100;;F05;Adultos 2A;43;ADULTOS_A;AMORTIZED_COST;;;FIJO;NO;NO;;;;
1014068_210371360500205718;;23/12/2024;1M;;;;23/11/2024;23/12/2035;Yes;Long;124066,79;124066,79;23/12/2009;30E/360;;;;;No Adjustment;EURIBOR_SWAP;;;No;;EUR;Amortized cost;124066,79;;;;;;;;;;;;;No;;2,75;0,5;0;UG;HIPOTECARIOS COMPRADOR DIRECTO;Banca Comercial;FIX;EUR;050;422;112002;A;04.02.02.01.00 Con garantia hipotecaria;33152040000;02010300;;04;;;;;;160;160;;F;;N;N;A.2.2;Original;EUR;Activo general;;Sensible;02010100;;F06;Adultos 2B;64;ADULTOS_B;AMORTIZED_COST;;;FIJO;NO;NO;;;;
1014090_210370890500009312;;01/12/2024;1M;;;;01/11/2024;01/11/2029;Yes;Long;18801,89;18801,89;25/10/2021;30E/360;;;;;No Adjustment;EURIBOR_SWAP;;;No;;EUR;Amortized cost;18801,89;;;;;;;;;;;;;No;;6,45;0;0;UG;PERSONALES FINANCIACION ECONOMIA DOMESTICA;Banca Comercial;FIX;EUR;050;147;111047;A;04.02.05.04.00 Prestamos personales;33552000009;02030000;;05;;;;;;170;;;F;;N;N;A.2.2;Original;EUR;Activo general;;Sensible;02030000;;F03;Adultos 1A;33;ADULTOS_A;AMORTIZED_COST;;;FIJO;NO;NO;;;;
1014104_210302250500031305;;30/11/2024;1M;;;;30/10/2024;30/12/2024;Yes;Long;266,4;266,4;30/12/2016;Actual/Actual ISDA;;;;;No Adjustment;EURIBOR_SWAP;;;No;;EUR;Amortized cost;266,4;;;;;;;;;;;;;No;;7,75;1,5;0;UG;PERSONALES FINANCIACION ECONOMIA DOMESTICA;Banca Comercial;FIX;EUR;050;075;111009;A;04.02.05.04.00 Prestamos personales;33552000009;02030000;;05;;;;;;170;;;F;;N;N;A.2.2;Original;EUR;Activo general;;Sensible;02030000;;F07;Adultos 3;58;ADULTOS_B;AMORTIZED_COST;;;FIJO;NO;NO;;;;
1014106_210370760500061303;;27/12/2024;1M;;;;27/11/2024;27/07/2027;Yes;Long;4450,88;4450,88;27/01/2022;30E/360;;;;;No Adjustment;EURIBOR_SWAP;;;No;;EUR;Amortized cost;4450,88;;;;;;;;;;;;;No;;10,5;0;0;UG;PERSONALES FINANCIACION ECONOMIA DOMESTICA;Banca Comercial;FIX;EUR;050;145;111048;A;04.02.05.04.00 Prestamos personales;33552200000;02030000;;05;;;;;;170;;;F;;N;N;A.2.2;Original;EUR;Activo general;;Sensible;02030000;;F07;Adultos 3;42;ADULTOS_A;AMORTIZED_COST;;;FIJO;NO;NO;;;;
