File type;Contracts
Charset;ISO-8859-1
Decimal separator;Comma
Boolean format;Yes;No
Day pattern;dd/MM/yyyy
Timestamp pattern;dd/MM/yyyy HH:mm
Additional contract info;Included
Contract type;Variable annuity
Reference day;30/11/2024
;Identifier;Description;Payment anchor date;Payment period;Current payment;Principal payments rate;Residual principal;Principal grace period end date;Maturity date;Prepayment allowed;Position;Initial principal;Outstanding principal;Start date;Day count convention;Accrued interest;Purchase date;Purchase relative price;Purchase relative price type;Business day convention;Discount curve;Credit spread curve;Group identifier;Planned position;Planned date;Currency;Book value definition;Custom amortized cost;Fair value accounting;Market value;Market value type;Excess operational deposits;Haircut;Retained;Minimum encumbrance;Counterparty;Counterparty LEI;Counterparty national code;Counterparty residence;Client start date;Discarded;Discarding cause;Last adjusted rate;Teaser spread;Teaser period end;Indexed curve;Indexed term;Interest rate floor;Interest rate cap;Reset anchor date;Reset period;Indexed rate scaling;Reset lag;Interest spread;Fuente de datos;Producto;Segmento negocio;Tipo tasa;Moneda original;C�digo de producto;C�digo de sub-producto;Producto comercial;Apartado;Epigrafe M1;Cuenta contable;C�digo DRC;Clave ISIN cobertura;C�digo clasificaci�n activo;Descripci�n tama�o empresa;Consolidado reservado;Consolidado p�blico;F8 Primario;F8 Secundario;F18 Primario;F18 Secundario 1;F18 Secundario 2;Persona f�sica/jur�dica;Segmento negocio cartera;Marca transaccional;Marca empleado;Epigrafe RI2;Transferencia cuentas vista;Moneda de tratamiento;Categoria RI3;Mes de reprecio;Sensible;C�digo DRC contable;C�digo tama�o empresa;C�d. segmento estrat�gico;Des. segmento estrat�gico;Edad;Segmento estrat�gico;Coste amort./Valor razon.;Cod. ranking insolvencia;Des. ranking insolvencia;Clasificacion F V_J;Opcion Comprada;Opcion Vendida;Operacional;FINREP;Macrosegmento;Des. macrosegmento
contract;101034_210378420500224747;;14/12/2024;1M;;;;14/11/2024;14/08/2040;Yes;Long;59843,47;59843,47;14/12/2010;30E/360;;;;;No Adjustment;EURIBOR_SWAP;;;No;;EUR;Amortized cost;59843,47;;;;;;;;;;;;;No;;5,029999999999999;0,8699999999999999;15/12/2024;EURIBOR_SWAP;12M;0;;15/12/2024;12M;;2M;0,8699999999999999;UG;HIPOTECARIOS SUBROGACIONES;Banca Comercial;VAR;EUR;050;422;112002;A;04.02.02.01.00 Con garantia hipotecaria;33152000003;02010300;;04;;;;;;160;160;;F;;N;N;A.2.1.3;Original;EUR;Activo general;2024-12;Sensible;02010200;;F04;Adultos 1B;45;ADULTOS_B;AMORTIZED_COST;;;VARIABLE;FLOOR;NO;;;;
contract;1010365_210371120500075553;;16/12/2024;1M;;;;16/11/2024;16/05/2054;Yes;Long;180682,61;180682,61;16/05/2024;Actual/Actual ISDA;;;;;No Adjustment;EURIBOR_SWAP;;;No;;EUR;Amortized cost;180682,61;;;;;;;;;;;;;No;;1,7500000000000002;0;01/01/2025;EURIBOR_SWAP;12M;0;1,7500000000000002;01/01/2025;6M;0,7;2M;0;UG;HIPOTECARIOS COMPRADOR DIRECTO;Banca Comercial;VAR;EUR;050;606;112006;A;04.02.02.01.00 Con garantia hipotecaria;33152000003;02010300;;04;;;;;;160;160;;F;;N;S;A.2.1.3;Original;EUR;Activo general;2025-01;Sensible;02010100;;F05;Adultos 2A;42;ADULTOS_A;AMORTIZED_COST;;;VARIABLE;FLOOR;CAP;;;;
contract;1010375_210328112500000501;;10/12/2024;1M;;;;10/11/2024;10/11/2029;Yes;Long;1052,15;1052,15;10/11/2022;30E/360;;;;;No Adjustment;EURIBOR_SWAP;;;No;;EUR;Amortized cost;1052,15;;;;;;;;;;;;;No;;4,391;1,7000000000000002;11/11/2025;EURIBOR_SWAP;12M;0;;11/11/2025;12M;;2M;1,7000000000000002;UG;LEASING;Banca Corporativa;VAR;EUR;250;801;191100;A;04.02.06.03.00 Valores residuales no garantizados;39511221000;01030102;;03;GRANDE;;;;;120;;;J;;N;N;A.2.1.3;Original;EUR;Activo general;2025-11;Sensible;01030102;04;J01;Grandes empresas;;GRANDES EMPRESAS;AMORTIZED_COST;;;VARIABLE;FLOOR;NO;;1.8.2.5.2.1 Inversi�n crediticia;;
contract;1010381_210308050500031410;;03/12/2024;1M;;;;03/11/2024;03/05/2053;Yes;Long;54480,85;54480,85;03/05/2023;Actual/Actual ISDA;;;;;No Adjustment;EURIBOR_SWAP;;;No;;EUR;Amortized cost;54480,85;;;;;;;;;;;;;No;;5,218;1,5;04/05/2025;EURIBOR_SWAP;12M;0;;04/05/2025;12M;;2M;1,5;UG;HIPOTECARIOS COMPRADOR DIRECTO;Banca Comercial;VAR;EUR;050;476;112004;A;04.02.02.01.00 Con garantia hipotecaria;33152000003;02010300;;04;;;;;;160;160;;F;;N;N;A.2.1.3;Original;EUR;Activo general;2025-05;Sensible;02010100;;F02;J�venes;25;JOVENES;AMORTIZED_COST;;;VARIABLE;FLOOR;NO;;;;
contract;1010382_210303030500014289;;14/12/2024;1M;;;;14/11/2024;14/03/2030;Yes;Long;16599,06;16599,06;14/03/2005;Actual/Actual ISDA;;;;;No Adjustment;EURIBOR_SWAP;;;No;;EUR;Amortized cost;16599,06;;;;;;;;;;;;;No;;4,459;0,8500000000000001;15/03/2025;EURIBOR_SWAP;12M;0;;15/03/2025;12M;;2M;0,8500000000000001;UG;HIPOTECARIOS COMPRADOR DIRECTO;Banca Comercial;VAR;EUR;050;460;112003;A;04.02.02.01.00 Con garantia hipotecaria;33152000003;02010300;;04;;;;;;160;160;;F;;N;N;A.2.1.3;Original;EUR;Activo general;2025-03;Sensible;02010100;;F07;Adultos 3;45;ADULTOS_B;AMORTIZED_COST;;;VARIABLE;FLOOR;NO;;;;
contract;1010397_210370080500125943;;13/12/2024;1M;;;;13/11/2024;13/11/2027;Yes;Long;28444,47;28444,47;13/11/2012;30E/360;;;;;No Adjustment;EURIBOR_SWAP;;;No;;EUR;Amortized cost;28444,47;;;;;;;;;;;;;No;;9,202;6,7;14/05/2025;EURIBOR_SWAP;12M;4;;14/05/2025;6M;;;6,7;UG;HIPOTECARIOS COMPRADOR DIRECTO;Banca Comercial;VAR;EUR;050;422;112002;A;04.02.02.01.00 Con garantia hipotecaria;33152040000;01030202;;02;PYME - MICROEMPRESA;;;;;120;130;;J;;N;N;A.2.1.3;Original;EUR;Activo general;2025-05;Sensible;01030201;01;J04;Microempresas;;MICROEMPRESAS;AMORTIZED_COST;;;VARIABLE;FLOOR;NO;;1.8.2.5.1.1 Inversi�n crediticia;;
contract;10103_210378430500067979;;20/12/2024;1M;;;;20/11/2024;20/12/2052;Yes;Long;103516,65;103516,65;20/12/2012;30E/360;;;;;No Adjustment;EURIBOR_SWAP;;;No;;EUR;Amortized cost;103516,65;;;;;;;;;;;;;No;;5,553;1,8499999999999999;21/12/2024;EURIBOR_SWAP;12M;0;;21/12/2024;6M;;2M;1,8499999999999999;UG;HIPOTECARIOS SUBROGACIONES;Banca Comercial;VAR;EUR;050;412;112001;A;04.02.02.01.00 Con garantia hipotecaria;33152000003;02010300;;04;;;;;;160;160;;F;;N;N;A.2.1.3;Original;EUR;Activo general;2024-12;Sensible;02010100;;F05;Adultos 2A;40;ADULTOS_A;AMORTIZED_COST;;;VARIABLE;FLOOR;NO;;;;
contract;1010425_210302030500061242;;18/12/2024;1M;;;;18/11/2024;18/01/2028;Yes;Long;105719,93;105719,93;18/01/2016;Actual/Actual ISDA;;;;;No Adjustment;EURIBOR_SWAP;;;No;;EUR;Amortized cost;105719,93;;;;;;;;;;;;;No;;5,122;1,0999999999999999;19/01/2025;EURIBOR_SWAP;12M;0;;19/01/2025;12M;;2M;1,0999999999999999;UG;HIPOTECARIOS SUBROGACIONES;Banca Comercial;VAR;EUR;050;412;112001;A;04.02.02.01.00 Con garantia hipotecaria;33152000003;02010300;;04;;;;;;160;160;;F;;N;N;A.2.1.3;Original;EUR;Activo general;2025-01;Sensible;02010100;;F09;Seniors 2;71;SENIOR;AMORTIZED_COST;;;VARIABLE;FLOOR;NO;;;;
contract;101043_210378430500352651;;04/12/2024;1M;;;;04/11/2024;04/06/2044;Yes;Long;87409,58;87409,58;04/12/2020;30E/360;;;;;No Adjustment;EURIBOR_SWAP;;;No;;EUR;Amortized cost;87409,58;;;;;;;;;;;;;No;;4,893;1,1900000000000002;05/12/2024;EURIBOR_SWAP;12M;0;;05/12/2024;6M;;2M;1,1900000000000002;UG;HIPOTECARIOS COMPRADOR DIRECTO;Banca Comercial;VAR;EUR;050;460;112003;A;04.02.02.01.00 Con garantia hipotecaria;33152000003;02010300;;04;;;;;;160;160;;F;;N;N;A.2.1.3;Original;EUR;Activo general;2024-12;Sensible;02010100;;F07;Adultos 3;44;ADULTOS_A;AMORTIZED_COST;;;VARIABLE;FLOOR;NO;;;;
contract;1010442_210372230500013313;;26/12/2024;1M;;;;26/11/2024;26/06/2035;Yes;Long;90012,19;90012,19;26/08/2010;30E/360;;;;;No Adjustment;EURIBOR_SWAP;;;No;;EUR;Amortized cost;90012,19;;;;;;;;;;;;;No;;4,75;1,0999999999999999;27/02/2025;EURIBOR_SWAP;12M;1,7500000000000002;11;27/02/2025;6M;;2M;1,0999999999999999;UG;HIPOTECARIOS COMPRADOR DIRECTO;Banca Comercial;VAR;EUR;050;422;112002;A;04.02.02.01.00 Con garantia hipotecaria;33152000003;02010300;;04;;;;;;160;160;;F;;N;N;A.2.1.3;Original;EUR;Activo general;2025-02;Sensible;02010100;;F03;Adultos 1A;42;ADULTOS_A;AMORTIZED_COST;;;VARIABLE;FLOOR;CAP;;;;
contract;1010450_210325060505853967;;12/12/2024;1M;;;;12/11/2024;12/08/2050;Yes;Long;130729,54;130729,54;12/07/2017;30E/360;;;;;No Adjustment;EURIBOR_SWAP;;;No;;EUR;Amortized cost;130729,54;;;;;;;;;;;;;No;;1,8519999999999999;0;01/01/2025;EURIBOR_SWAP;12M;1,5;4,5;01/01/2025;6M;0,5;2M;0;UG;HIPOTECARIOS COMPRADOR DIRECTO;Banca Comercial;VAR;EUR;050;422;112002;A;04.02.02.01.00 Con garantia hipotecaria;33152000003;02010300;;04;;;;;;160;160;;F;;N;N;A.2.1.3;Original;EUR;Activo general;2025-01;Sensible;02010100;;F07;Adultos 3;44;ADULTOS_A;AMORTIZED_COST;;;VARIABLE;FLOOR;CAP;;;;
contract;1010452_210345070502875185;;17/12/2024;1M;;;;17/11/2024;17/12/2024;Yes;Long;0,58;0,58;17/02/2003;30E/360;;;;;No Adjustment;EURIBOR_SWAP;;;No;;EUR;Amortized cost;0,58;;;;;;;;;;;;;No;;4,679;1;17/12/2024;EURIBOR_SWAP;12M;0;;17/12/2024;12M;;2M;1;UG;HIPOTECARIOS COMPRADOR DIRECTO;Banca Comercial;VAR;EUR;050;460;112003;A;04.02.02.01.00 Con garantia hipotecaria;33152000003;02010300;;04;;;;;;160;160;;F;;N;N;A.2.1.3;Original;EUR;Activo general;2024-12;Sensible;02010100;;F06;Adultos 2B;60;ADULTOS_B;AMORTIZED_COST;;;VARIABLE;FLOOR;NO;;;;
contract;1010479_210370380500129248;;26/12/2024;1M;;;;26/11/2024;26/05/2036;Yes;Long;51315,53;51315,53;26/05/2011;30E/360;;;;;No Adjustment;EURIBOR_SWAP;;;No;;EUR;Amortized cost;51315,53;;;;;;;;;;;;;No;;4,859999999999999;1,25;27/05/2025;EURIBOR_SWAP;12M;0;;27/05/2025;12M;;2M;1,25;UG;HIPOTECARIOS SUBROGACIONES;Banca Comercial;VAR;EUR;051;194;112011;A;04.02.02.01.00 Con garantia hipotecaria;33152000003;02010300;;04;;;;;;160;160;;F;;N;N;A.2.1.3;Original;EUR;Activo general;2025-05;Sensible;02010100;;F09;Seniors 2;68;SENIOR;AMORTIZED_COST;;;VARIABLE;FLOOR;NO;;;;
contract;101048_210372660500005543;;15/12/2024;1M;;;;15/11/2024;15/01/2055;Yes;Long;134253,71;134253,71;15/01/2018;Actual/Actual ISDA;;;;;No Adjustment;EURIBOR_SWAP;;;No;;EUR;Amortized cost;134253,71;;;;;;;;;;;;;No;;5,08;1,4000000000000001;16/01/2025;EURIBOR_SWAP;12M;0;;16/01/2025;6M;;2M;1,4000000000000001;UG;HIPOTECARIOS COMPRADOR DIRECTO;Banca Comercial;VAR;EUR;050;460;112003;A;04.02.02.01.00 Con garantia hipotecaria;33152000003;02010300;;04;;;;;;160;160;;F;;N;N;A.2.1.3;Original;EUR;Activo general;2025-01;Sensible;02010100;;F03;Adultos 1A;41;ADULTOS_A;AMORTIZED_COST;;;VARIABLE;FLOOR;NO;;;;
contract;1010492_210342930500000016;;23/12/2024;1M;;;;23/11/2024;23/07/2033;Yes;Long;19869,31;19869,31;23/02/2016;Actual/Actual ISDA;;;;;No Adjustment;EURIBOR_SWAP;;;No;;EUR;Amortized cost;19869,31;;;;;;;;;;;;;No;;5,929;2,25;24/02/2025;EURIBOR_SWAP;12M;0;;24/02/2025;12M;;2M;2,25;UG;HIPOTECARIOS COMPRADOR DIRECTO;Banca Comercial;VAR;EUR;050;412;112024;A;04.02.02.01.00 Con garantia hipotecaria;33152000003;02010300;;04;;;;;;160;160;;F;;N;N;A.2.1.3;Original;EUR;Activo general;2025-02;Sensible;02010100;;F05;Adultos 2A;35;ADULTOS_A;AMORTIZED_COST;;;VARIABLE;FLOOR;NO;;;;
contract;1010530_210370990500019470;;30/11/2024;1M;;;;30/10/2024;30/09/2049;Yes;Long;69446,65;69446,65;30/09/2019;30E/360;;;;;No Adjustment;EURIBOR_SWAP;;;No;;EUR;Amortized cost;69446,65;;;;;;;;;;;;;No;;4,8660000000000005;1,7000000000000002;31/03/2025;EURIBOR_SWAP;12M;0;;31/03/2025;6M;;2M;1,7000000000000002;UG;HIPOTECARIOS COMPRADOR DIRECTO;Banca Comercial;VAR;EUR;050;460;112003;A;04.02.02.01.00 Con garantia hipotecaria;33152000003;02010300;;04;;;;;;160;160;;F;;N;N;A.2.1.3;Original;EUR;Activo general;2025-03;Sensible;02010100;;F06;Adultos 2B;45;ADULTOS_B;AMORTIZED_COST;;;VARIABLE;FLOOR;NO;;;;
contract;1010531_210372280500005309;;30/11/2024;1M;;;;30/10/2024;30/05/2027;Yes;Long;1272,29;1272,29;31/08/2001;30E/360;;;;;No Adjustment;EURIBOR_SWAP;;;No;;EUR;Amortized cost;1272,29;;;;;;;;;;;;;No;;3,93;0,27999999999999997;31/08/2025;EURIBOR_SWAP;12M;0;;31/08/2025;12M;;2M;0,27999999999999997;UG;HIPOTECARIOS COMPRADOR DIRECTO;Banca Comercial;VAR;EUR;050;422;112002;A;04.02.02.01.00 Con garantia hipotecaria;33152000003;02010300;;04;;;;;;160;160;;F;;N;N;A.2.1.3;Original;EUR;Activo general;2025-08;Sensible;02010100;;F06;Adultos 2B;61;ADULTOS_B;AMORTIZED_COST;;;VARIABLE;FLOOR;NO;;;;
contract;1010548_210323860503095015;;25/12/2024;1M;;;;25/11/2024;25/04/2028;Yes;Long;22462,31;22462,31;25/04/2003;30E/360;;;;;No Adjustment;EURIBOR_SWAP;;;No;;EUR;Amortized cost;22462,31;;;;;;;;;;;;;No;;3,5360000000000005;0,6;26/10/2025;EURIBOR_SWAP;12M;0;12;26/10/2025;12M;;2M;0,6;UG;HIPOTECARIOS COMPRADOR DIRECTO;Banca Comercial;VAR;EUR;050;460;112003;A;04.02.02.01.00 Con garantia hipotecaria;33152000003;02010300;;04;;;;;;160;160;;F;;N;N;A.2.1.3;Original;EUR;Activo general;2025-10;Sensible;02010100;;F06;Adultos 2B;64;ADULTOS_B;AMORTIZED_COST;;;VARIABLE;FLOOR;CAP;;;;
contract;1010549_210347710503165739;;16/12/2024;1M;;;;16/11/2024;16/05/2036;Yes;Long;50782,68;50782,68;16/05/2006;30E/360;;;;;No Adjustment;EURIBOR_SWAP;;;No;;EUR;Amortized cost;50782,68;;;;;;;;;;;;;No;;4,333;0,63;17/05/2025;EURIBOR_SWAP;12M;0;;17/05/2025;12M;;2M;0,63;UG;HIPOTECARIOS COMPRADOR DIRECTO;Banca Comercial;VAR;EUR;050;460;112003;A;04.02.02.01.00 Con garantia hipotecaria;33152000003;02010300;;04;;;;;;160;160;;F;;N;N;A.2.1.3;Original;EUR;Activo general;2025-05;Sensible;02010100;;F06;Adultos 2B;54;ADULTOS_B;AMORTIZED_COST;;;VARIABLE;FLOOR;NO;;;;
contract;101055_210376430500008937;;15/12/2024;1M;;;;15/11/2024;15/01/2037;Yes;Long;47351,28;47351,28;15/01/2007;30E/360;;;;;No Adjustment;EURIBOR_SWAP;;;No;;EUR;Amortized cost;47351,28;;;;;;;;;;;;;No;;4,279999999999999;0,6;16/01/2025;EURIBOR_SWAP;12M;0;;16/01/2025;6M;;2M;0,6;UG;HIPOTECARIOS COMPRADOR DIRECTO;Banca Comercial;VAR;EUR;050;460;112003;A;04.02.02.01.00 Con garantia hipotecaria;33152000003;02010300;;04;;;;;;160;160;;F;;N;N;A.2.1.3;Original;EUR;Activo general;2025-01;Sensible;02010100;;F07;Adultos 3;60;ADULTOS_B;AMORTIZED_COST;;;VARIABLE;FLOOR;NO;;;;
contract;1010567_210371830500038660;;07/12/2024;1M;;;;07/11/2024;07/07/2046;Yes;Long;106352,54;106352,54;07/07/2016;Actual/Actual ISDA;;;;;No Adjustment;EURIBOR_SWAP;;;No;;EUR;Amortized cost;106352,54;;;;;;;;;;;;;No;;4,67;0,9900000000000001;08/01/2025;EURIBOR_SWAP;12M;0;;08/01/2025;6M;;2M;0,9900000000000001;UG;HIPOTECARIOS COMPRADOR DIRECTO;Banca Comercial;VAR;EUR;050;412;112001;A;04.02.02.01.00 Con garantia hipotecaria;33152000003;02010300;;04;;;;;;160;160;;F;;N;N;A.2.1.3;Original;EUR;Activo general;2025-01;Sensible;02010100;;F05;Adultos 2A;34;ADULTOS_A;AMORTIZED_COST;;;VARIABLE;FLOOR;NO;;;;
contract;1010573_210330360500055078;;25/12/2024;1M;;;;25/11/2024;25/09/2027;Yes;Long;12833,62;12833,62;25/03/2019;Actual/Actual ISDA;;;;;No Adjustment;EURIBOR_SWAP;;;No;;EUR;Amortized cost;12833,62;;;;;;;;;;;;;No;;6,474;2,6;26/03/2025;EURIBOR_SWAP;6M;0;;26/03/2025;12M;;;2,6;UG;PERSONALES FINANCIACION EMPRESAS;Banca Comercial;VAR;EUR;050;209;113105;A;04.02.05.04.00 Prestamos personales;33552200000;01030202;;02;;;;;;170;;;F;;N;N;A.2.1.2;Original;EUR;Activo general;2025-03;Sensible;01030202;;F03;Adultos 1A;34;ADULTOS_A;AMORTIZED_COST;;;VARIABLE;FLOOR;NO;;;;
contract;1010576_210307280500038015;;14/12/2024;1M;;;;14/11/2024;14/11/2054;Yes;Long;54000;54000;14/11/2024;Actual/Actual ISDA;;;;;No Adjustment;EURIBOR_SWAP;;;No;;EUR;Amortized cost;54000;;;;;;;;;;;;;No;;2,45;0,7000000000000001;15/05/2025;EURIBOR_SWAP;12M;0;;15/05/2025;6M;;2M;0,7000000000000001;UG;HIPOTECARIOS COMPRADOR DIRECTO;Banca Comercial;VAR;EUR;050;492;112068;A;04.02.02.01.00 Con garantia hipotecaria;33152000003;02010300;;04;;;;;;160;160;;F;;N;N;A.2.1.3;Original;EUR;Activo general;2025-05;Sensible;02010100;;F02;J�venes;25;JOVENES;AMORTIZED_COST;;;VARIABLE;FLOOR;NO;;;;
contract;1010582_210371990500034283;;02/12/2024;1M;;;;02/11/2024;02/03/2050;Yes;Long;64266,79;64266,79;02/03/2020;30E/360;;;;;No Adjustment;EURIBOR_SWAP;;;No;;EUR;Amortized cost;64266,79;;;;;;;;;;;;;No;;4,716;1,1900000000000002;03/03/2025;EURIBOR_SWAP;12M;0;;03/03/2025;6M;;2M;1,1900000000000002;UG;HIPOTECARIOS COMPRADOR DIRECTO;Banca Comercial;VAR;EUR;050;460;112003;A;04.02.02.01.00 Con garantia hipotecaria;33152000003;02010300;;04;;;;;;160;160;;F;;N;N;A.2.1.3;Original;EUR;Activo general;2025-03;Sensible;02010100;;F05;Adultos 2A;37;ADULTOS_A;AMORTIZED_COST;;;VARIABLE;FLOOR;NO;;;;
contract;1010596_210303580500033945;;27/12/2024;1M;;;;27/11/2024;27/07/2035;Yes;Long;31788,25;31788,25;27/07/2017;Actual/Actual ISDA;;;;;No Adjustment;EURIBOR_SWAP;;;No;;EUR;Amortized cost;31788,25;;;;;;;;;;;;;No;;5,08;1,4000000000000001;28/07/2025;EURIBOR_SWAP;12M;0;;28/07/2025;12M;;2M;1,4000000000000001;UG;HIPOTECARIOS COMPRADOR DIRECTO;Banca Comercial;VAR;EUR;050;460;112003;A;04.02.02.01.00 Con garantia hipotecaria;33152000003;02010300;;04;;;;;;160;160;;F;;N;N;A.2.1.3;Original;EUR;Activo general;2025-07;Sensible;02010100;;F06;Adultos 2B;59;ADULTOS_B;AMORTIZED_COST;;;VARIABLE;FLOOR;NO;;;;
contract;1010599_210306050500018189;;21/12/2024;1M;;;;21/11/2024;21/05/2032;Yes;Long;65720,86;65720,86;21/10/2008;Actual/Actual ISDA;;;;;No Adjustment;EURIBOR_SWAP;;;No;;EUR;Amortized cost;65720,86;;;;;;;;;;;;;No;;4,671;1;22/04/2025;EURIBOR_SWAP;12M;0;;22/04/2025;12M;;2M;1;UG;HIPOTECARIOS COMPRADOR DIRECTO;Banca Comercial;VAR;EUR;050;460;112003;A;04.02.02.01.00 Con garantia hipotecaria;33152000003;02010300;;04;;;;;;160;160;;F;;N;N;A.2.1.3;Original;EUR;Activo general;2025-04;Sensible;02010200;;F04;Adultos 1B;53;ADULTOS_B;AMORTIZED_COST;;;VARIABLE;FLOOR;NO;;;;
contract;1010638_210303460520000536;;25/05/2025;6M;;;;25/11/2024;25/05/2029;Yes;Long;63661,38;63661,38;25/05/2023;Actual/Actual ISDA;;;;;No Adjustment;EURIBOR_SWAP;;;No;;EUR;Amortized cost;63661,38;;;;;;;;;;;;;No;;4,901;2,07;26/05/2025;EURIBOR_SWAP;6M;0;;26/05/2025;6M;;;2,07;UG;PERSONALES AGRICOLAS;Banca Comercial;VAR;EUR;052;385;114140;A;04.02.05.04.00 Prestamos personales;33652000005;01030202;;02;;;;;;170;;;F;;N;N;A.2.1.2;Original;EUR;Activo general;2025-05;Sensible;01030202;;F04;Adultos 1B;58;ADULTOS_B;AMORTIZED_COST;;;VARIABLE;FLOOR;NO;;;;
contract;1010647_210375730500016101;;29/12/2024;1M;;;;29/11/2024;29/10/2035;Yes;Long;24640,21;24640,21;29/10/2020;30E/360;;;;;No Adjustment;EURIBOR_SWAP;;;No;;EUR;Amortized cost;24640,21;;;;;;;;;;;;;No;;9,016;5,8500000000000005;30/04/2025;EURIBOR_SWAP;12M;0;;30/04/2025;6M;;2M;5,8500000000000005;UG;HIPOTECARIOS OTRAS FINALIDADES;Banca Comercial;VAR;EUR;050;304;112015;A;04.02.02.01.00 Con garantia hipotecaria;33152040000;02010300;;04;;;;;;160;160;;F;;N;N;A.2.1.3;Original;EUR;Activo general;2025-04;Sensible;02010100;;F07;Adultos 3;50;ADULTOS_B;AMORTIZED_COST;;;VARIABLE;FLOOR;NO;;;;
contract;1010649_210328150504100033;;14/12/2024;1M;;;;14/11/2024;14/07/2031;Yes;Long;37687,86;37687,86;14/09/2006;30E/360;;;;;No Adjustment;EURIBOR_SWAP;;;No;;EUR;Amortized cost;37687,86;;;;;;;;;;;;;No;;4,276;0,75;15/09/2025;EURIBOR_SWAP;12M;0;;15/09/2025;12M;;2M;0,75;UG;HIPOTECARIOS COMPRADOR DIRECTO;Banca Comercial;VAR;EUR;050;422;112002;A;04.02.02.01.00 Con garantia hipotecaria;33152000003;02010300;;04;;;;;;170;;;F;;N;N;A.2.1.3;Original;EUR;Activo general;2025-09;Sensible;02010300;;F07;Adultos 3;58;ADULTOS_B;AMORTIZED_COST;;;VARIABLE;FLOOR;NO;;;;
contract;101065_210370580500048045;;17/12/2024;1M;;;;17/11/2024;17/12/2024;Yes;Long;206,26;206,26;17/12/2004;30E/360;;;;;No Adjustment;EURIBOR_SWAP;;;No;;EUR;Amortized cost;206,26;;;;;;;;;;;;;No;;4,353;0,65;17/12/2024;EURIBOR_SWAP;12M;0;;17/12/2024;12M;;2M;0,65;UG;HIPOTECARIOS SUBROGACIONES;Banca Comercial;VAR;EUR;050;460;112003;A;04.02.02.01.00 Con garantia hipotecaria;33152000003;02010300;;04;;;;;;160;160;;F;;N;N;A.2.1.3;Original;EUR;Activo general;2024-12;Sensible;02010100;;F07;Adultos 3;54;ADULTOS_B;AMORTIZED_COST;;;VARIABLE;FLOOR;NO;;;;
contract;1010661_210326490503231805;;02/12/2024;1M;;;;02/11/2024;02/02/2034;Yes;Long;33723,38;33723,38;02/02/2004;30E/360;;;;;No Adjustment;EURIBOR_SWAP;;;No;;EUR;Amortized cost;33723,38;;;;;;;;;;;;;No;;4,429;0,75;03/02/2025;EURIBOR_SWAP;12M;0;;03/02/2025;12M;;2M;0,75;UG;HIPOTECARIOS COMPRADOR DIRECTO;Banca Comercial;VAR;EUR;050;430;112019;A;04.02.02.01.00 Con garantia hipotecaria;33152000003;02010300;;04;;;;;;160;160;;F;;N;N;A.2.1.3;Original;EUR;Activo general;2025-02;Sensible;02010100;;F06;Adultos 2B;63;ADULTOS_B;AMORTIZED_COST;;;VARIABLE;FLOOR;NO;;;;
contract;1010664_210324040505229784;;22/12/2024;1M;;;;22/11/2024;22/08/2038;Yes;Long;81959,73;81959,73;22/08/2008;30E/360;;;;;No Adjustment;EURIBOR_SWAP;;;No;;EUR;Amortized cost;81959,73;;;;;;;;;;;;;No;;3,6769999999999996;0,5;23/08/2025;EURIBOR_SWAP;12M;0;;23/08/2025;12M;;;0,5;UG;HIPOTECARIOS SUBROGACIONES;Banca Comercial;VAR;EUR;050;476;112004;A;04.02.02.01.00 Con garantia hipotecaria;33152000003;02010300;;04;;;;;;160;160;;F;;N;N;A.2.1.3;Original;EUR;Activo general;2025-08;Sensible;02010100;;F05;Adultos 2A;44;ADULTOS_A;AMORTIZED_COST;;;VARIABLE;FLOOR;NO;;;;
contract;1010693_210372180500094848;;04/12/2024;3M;;;;04/09/2024;04/09/2026;Yes;Long;3553,86;3553,86;04/09/2006;30E/360;;;;;No Adjustment;EURIBOR_SWAP;;;No;;EUR;Amortized cost;3553,86;;;;;;;;;;;;;No;;3,7470000000000003;0;05/03/2025;FO1;12M;0;;05/03/2025;12M;;;0;UG;HIPOTECARIOS SUBROGACIONES;Banca Comercial;VAR;EUR;051;984;112027;A;04.02.02.01.00 Con garantia hipotecaria;33152000003;02010300;;04;;;;;;160;160;;F;;N;N;A.2.1.4;Original;EUR;Activo general;2025-03;Sensible;02010100;;F06;Adultos 2B;57;ADULTOS_B;AMORTIZED_COST;;;VARIABLE;FLOOR;NO;;;;
contract;1010707_210308650510001216;;09/01/2025;6M;;;;09/01/2025;09/07/2039;Yes;Long;280000;280000;09/07/2024;30E/360;;;;;No Adjustment;EURIBOR_SWAP;;;No;;EUR;Amortized cost;280000;;;;;;;;;;;;;No;;4,68;1;10/07/2025;EURIBOR_SWAP;12M;0;;10/07/2025;12M;;2M;1;UG;PERSONALES FINANCIACION EMPRESAS;Banca Comercial;VAR;EUR;051;331;113109;A;04.02.05.04.00 Prestamos personales;33552000009;01030202;;02;;;;;;170;;;F;;N;N;A.2.1.3;Original;EUR;Activo general;2025-07;Sensible;01030202;;F07;Adultos 3;41;ADULTOS_A;AMORTIZED_COST;;;VARIABLE;FLOOR;NO;;;;
